"year";"plot";"focal";"neighbour";"magnitude"
2019;4;"PLCO";"PLCO";-3,21933496809683e-07
2020;4;"PLCO";"PLCO";NA
2021;4;"PLCO";"PLCO";0,000615423345216548
2015;5;"PLCO";"PLCO";-0,000599775146878379
2016;5;"PLCO";"PLCO";-0,000299445686986561
2017;5;"PLCO";"PLCO";-0,000813072931757226
2018;5;"PLCO";"PLCO";NA
2019;5;"PLCO";"PLCO";NA
2020;5;"PLCO";"PLCO";NA
2021;5;"PLCO";"PLCO";0,00051237515215747
2015;6;"PLCO";"PLCO";-0,00574246773946841
2016;6;"PLCO";"PLCO";0,00396024680651794
2017;6;"PLCO";"PLCO";-0,00565061338380659
2018;6;"PLCO";"PLCO";NA
2019;6;"PLCO";"PLCO";0,000236689622806458
2020;6;"PLCO";"PLCO";0,000430787635294774
2021;6;"PLCO";"PLCO";0,00130772573687128
2015;7;"PLCO";"PLCO";NA
2016;7;"PLCO";"PLCO";-0,000627121501416655
2017;7;"PLCO";"PLCO";NA
2018;7;"PLCO";"PLCO";NA
2019;7;"PLCO";"PLCO";-7,4763604028421e-05
2020;7;"PLCO";"PLCO";-0,00239746293837401
2021;7;"PLCO";"PLCO";0,00378406388901796
2015;8;"PLCO";"PLCO";-0,0010841092300527
2016;8;"PLCO";"PLCO";-0,0020319432428722
2017;8;"PLCO";"PLCO";NA
2018;8;"PLCO";"PLCO";NA
2019;8;"PLCO";"PLCO";0,000522412576817821
2020;8;"PLCO";"PLCO";-0,00089688712399493
2021;8;"PLCO";"PLCO";0,0117921305610884
2015;9;"PLCO";"PLCO";NA
2016;9;"PLCO";"PLCO";-0,00143510113586338
2017;9;"PLCO";"PLCO";NA
2018;9;"PLCO";"PLCO";NA
2019;9;"PLCO";"PLCO";0,000389467974760096
2020;9;"PLCO";"PLCO";0,00316631866474992
2021;9;"PLCO";"PLCO";0,00247636925990268
2015;1;"POMA";"PLCO";0,0985210595644504
2016;1;"POMA";"PLCO";NA
2017;1;"POMA";"PLCO";-0,0148787712392139
2018;1;"POMA";"PLCO";0,00294531655306901
2019;1;"POMA";"PLCO";-0,00520750803009666
2020;1;"POMA";"PLCO";NA
2021;1;"POMA";"PLCO";NA
2015;2;"POMA";"PLCO";0,0291679641452127
2016;2;"POMA";"PLCO";NA
2017;2;"POMA";"PLCO";-0,00770172831014031
2018;2;"POMA";"PLCO";0,0179624695661646
2019;2;"POMA";"PLCO";-0,00496950498813332
2020;2;"POMA";"PLCO";NA
2021;2;"POMA";"PLCO";NA
2015;3;"POMA";"PLCO";0,0862285002421742
2016;3;"POMA";"PLCO";NA
2017;3;"POMA";"PLCO";0,0671991150077777
2018;3;"POMA";"PLCO";0,0331564997124388
2019;3;"POMA";"PLCO";-0,00550528420353089
2020;3;"POMA";"PLCO";NA
2021;3;"POMA";"PLCO";NA
2015;4;"POMA";"PLCO";NA
2016;4;"POMA";"PLCO";NA
2017;4;"POMA";"PLCO";-0,0370075773806609
2018;4;"POMA";"PLCO";-0,00384723267609661
2019;4;"POMA";"PLCO";-0,00139114684138632
2020;4;"POMA";"PLCO";NA
2021;4;"POMA";"PLCO";NA
2015;5;"POMA";"PLCO";NA
2016;5;"POMA";"PLCO";NA
2017;5;"POMA";"PLCO";0,0163045650235914
2018;5;"POMA";"PLCO";0,0194667124752883
2019;5;"POMA";"PLCO";-0,00144199608751104
2020;5;"POMA";"PLCO";NA
2021;5;"POMA";"PLCO";0,001258568630404
2015;6;"POMA";"PLCO";0,174605053094162
2016;6;"POMA";"PLCO";NA
2017;6;"POMA";"PLCO";0,0265618234755821
2018;6;"POMA";"PLCO";0,00226128834508709
2019;6;"POMA";"PLCO";-0,00015146473854933
2020;6;"POMA";"PLCO";NA
2021;6;"POMA";"PLCO";-0,001199579408695
2015;7;"POMA";"PLCO";0,00685608988910309
2016;7;"POMA";"PLCO";-0,00752489855969607
2017;7;"POMA";"PLCO";NA
2018;7;"POMA";"PLCO";NA
2019;7;"POMA";"PLCO";0,00562476978079023
2020;7;"POMA";"PLCO";0,00634521006744681
2021;7;"POMA";"PLCO";0,0383992910234914
2015;8;"POMA";"PLCO";0,00878749080682865
2016;8;"POMA";"PLCO";-0,00615948576044683
2017;8;"POMA";"PLCO";-0,01023122404661
2018;8;"POMA";"PLCO";NA
2019;8;"POMA";"PLCO";-0,000826002111098575
2020;8;"POMA";"PLCO";-0,00247163212244104
2021;8;"POMA";"PLCO";-0,000165591333220593
2015;9;"POMA";"PLCO";NA
2016;9;"POMA";"PLCO";-0,00291892277703237
2017;9;"POMA";"PLCO";NA
2018;9;"POMA";"PLCO";NA
2019;9;"POMA";"PLCO";0,00278176607261849
2020;9;"POMA";"PLCO";NA
2021;9;"POMA";"PLCO";-0,00960073945400958
2015;1;"POMO";"PLCO";-0,0234658532360087
2016;1;"POMO";"PLCO";NA
2017;1;"POMO";"PLCO";NA
2018;1;"POMO";"PLCO";NA
2019;1;"POMO";"PLCO";NA
2020;1;"POMO";"PLCO";NA
2021;1;"POMO";"PLCO";NA
2015;2;"POMO";"PLCO";0,0923799890000157
2016;2;"POMO";"PLCO";NA
2017;2;"POMO";"PLCO";0,042287549046081
2018;2;"POMO";"PLCO";NA
2019;2;"POMO";"PLCO";NA
2020;2;"POMO";"PLCO";NA
2021;2;"POMO";"PLCO";NA
2015;3;"POMO";"PLCO";0,0770704014578983
2016;3;"POMO";"PLCO";-0,0119742545784937
2017;3;"POMO";"PLCO";0,00214313784502769
2018;3;"POMO";"PLCO";NA
2019;3;"POMO";"PLCO";NA
2020;3;"POMO";"PLCO";NA
2021;3;"POMO";"PLCO";NA
2015;4;"POMO";"PLCO";NA
2016;4;"POMO";"PLCO";NA
2017;4;"POMO";"PLCO";0,000749188410686242
2018;4;"POMO";"PLCO";NA
2019;4;"POMO";"PLCO";NA
2020;4;"POMO";"PLCO";NA
2021;4;"POMO";"PLCO";NA
2015;5;"POMO";"PLCO";NA
2016;5;"POMO";"PLCO";NA
2017;5;"POMO";"PLCO";NA
2018;5;"POMO";"PLCO";NA
2019;5;"POMO";"PLCO";NA
2020;5;"POMO";"PLCO";NA
2021;5;"POMO";"PLCO";NA
2015;6;"POMO";"PLCO";NA
2016;6;"POMO";"PLCO";NA
2017;6;"POMO";"PLCO";NA
2018;6;"POMO";"PLCO";NA
2019;6;"POMO";"PLCO";NA
2020;6;"POMO";"PLCO";NA
2021;6;"POMO";"PLCO";NA
2015;7;"POMO";"PLCO";0,0019041539090204
2016;7;"POMO";"PLCO";NA
2017;7;"POMO";"PLCO";NA
2018;7;"POMO";"PLCO";NA
2019;7;"POMO";"PLCO";-0,00069528718686263
2020;7;"POMO";"PLCO";-0,00914872675678722
2021;7;"POMO";"PLCO";0,0315704599537916
2015;8;"POMO";"PLCO";0,00771749093380883
2016;8;"POMO";"PLCO";0,00137694609734377
2017;8;"POMO";"PLCO";NA
2018;8;"POMO";"PLCO";NA
2019;8;"POMO";"PLCO";-0,00774269001883609
2020;8;"POMO";"PLCO";0,0838160027448874
2021;8;"POMO";"PLCO";0,00918413977702272
2015;9;"POMO";"PLCO";NA
2016;9;"POMO";"PLCO";0,00767207561121604
2017;9;"POMO";"PLCO";NA
2018;9;"POMO";"PLCO";NA
2019;9;"POMO";"PLCO";0,0341038416416505
2020;9;"POMO";"PLCO";NA
2021;9;"POMO";"PLCO";0,0016321077392335
2015;1;"PUPA";"PLCO";0,0476516670751228
2016;1;"PUPA";"PLCO";-0,000329492715225199
2017;1;"PUPA";"PLCO";0,00950457612622537
2018;1;"PUPA";"PLCO";0,000566047695257272
2019;1;"PUPA";"PLCO";NA
2020;1;"PUPA";"PLCO";-0,000185757132632745
2021;1;"PUPA";"PLCO";NA
2015;2;"PUPA";"PLCO";0,0112986417111356
2016;2;"PUPA";"PLCO";-0,00909016977434983
2017;2;"PUPA";"PLCO";-0,0182504132562179
2018;2;"PUPA";"PLCO";-0,000155867427831851
2019;2;"PUPA";"PLCO";0,000531263894836427
2020;2;"PUPA";"PLCO";-0,00390864058514008
2021;2;"PUPA";"PLCO";NA
2015;3;"PUPA";"PLCO";0,00149689157241513
2016;3;"PUPA";"PLCO";-0,00281788135075343
2017;3;"PUPA";"PLCO";0,0105782883357826
2018;3;"PUPA";"PLCO";0,000769187204919968
2019;3;"PUPA";"PLCO";NA
2020;3;"PUPA";"PLCO";0,00759297524191797
2021;3;"PUPA";"PLCO";NA
2015;4;"PUPA";"PLCO";-0,00717083761341204
2016;4;"PUPA";"PLCO";-0,00108411677761943
2017;4;"PUPA";"PLCO";0,0135177289335651
2018;4;"PUPA";"PLCO";-0,000124250478754937
2019;4;"PUPA";"PLCO";NA
2020;4;"PUPA";"PLCO";-0,000415562295967132
2021;4;"PUPA";"PLCO";NA
2015;5;"PUPA";"PLCO";-0,000687942701887849
2016;5;"PUPA";"PLCO";0,00343168872880934
2017;5;"PUPA";"PLCO";-0,013589590984078
2018;5;"PUPA";"PLCO";-0,000160913439092738
2019;5;"PUPA";"PLCO";NA
2020;5;"PUPA";"PLCO";-0,000665296148342458
2021;5;"PUPA";"PLCO";NA
2015;6;"PUPA";"PLCO";NA
2016;6;"PUPA";"PLCO";-0,00617257295694916
2017;6;"PUPA";"PLCO";0,00141609491396687
2018;6;"PUPA";"PLCO";0,000652227387903133
2019;6;"PUPA";"PLCO";NA
2020;6;"PUPA";"PLCO";0,00147126641558423
2021;6;"PUPA";"PLCO";NA
2015;7;"PUPA";"PLCO";0,000537370001374731
2016;7;"PUPA";"PLCO";-0,000666549686439989
2017;7;"PUPA";"PLCO";NA
2018;7;"PUPA";"PLCO";NA
2019;7;"PUPA";"PLCO";-0,000758624719352373
2020;7;"PUPA";"PLCO";0,0131668330661074
2021;7;"PUPA";"PLCO";-0,000329020969643677
2015;8;"PUPA";"PLCO";0,000767563518041559
2016;8;"PUPA";"PLCO";-4,80810569920324e-06
2017;8;"PUPA";"PLCO";0,000189881328491303
2018;8;"PUPA";"PLCO";NA
2019;8;"PUPA";"PLCO";-0,00182119451936401
2020;8;"PUPA";"PLCO";0,00285694231928064
2021;8;"PUPA";"PLCO";0,00600696961234857
2015;9;"PUPA";"PLCO";NA
2016;9;"PUPA";"PLCO";-0,00812201714726053
2017;9;"PUPA";"PLCO";NA
2018;9;"PUPA";"PLCO";NA
2019;9;"PUPA";"PLCO";NA
2020;9;"PUPA";"PLCO";0,00185639922285338
2021;9;"PUPA";"PLCO";NA
2015;1;"SASO";"PLCO";0,0181937970448189
2016;1;"SASO";"PLCO";0,00158241622525106
2017;1;"SASO";"PLCO";0,00110685228374403
2018;1;"SASO";"PLCO";-0,0011688252194865
2019;1;"SASO";"PLCO";0,001856532074169
2020;1;"SASO";"PLCO";0,00634233238617438
2021;1;"SASO";"PLCO";0,0121099464514587
2015;2;"SASO";"PLCO";0,000220336268110433
2016;2;"SASO";"PLCO";0,00067091047011037
2017;2;"SASO";"PLCO";0,000365912733750008
2018;2;"SASO";"PLCO";-0,00253651594928703
2019;2;"SASO";"PLCO";0,000540445383207855
2020;2;"SASO";"PLCO";0,00303061192973196
2021;2;"SASO";"PLCO";-0,00357338473819146
2015;3;"SASO";"PLCO";0,00791407784116688
2016;3;"SASO";"PLCO";0,00373014308876604
2017;3;"SASO";"PLCO";0,00433203365422548
2018;3;"SASO";"PLCO";0,000938204870177458
2019;3;"SASO";"PLCO";-0,00154207919516932
2020;3;"SASO";"PLCO";0,00265562175601526
2021;3;"SASO";"PLCO";0,00275318797538619
2015;4;"SASO";"PLCO";-0,00101958169568824
2016;4;"SASO";"PLCO";0,00106711428696037
2017;4;"SASO";"PLCO";0,000367628900092676
2018;4;"SASO";"PLCO";0,00182639677158518
2019;4;"SASO";"PLCO";0,000976250374246572
2020;4;"SASO";"PLCO";NA
2021;4;"SASO";"PLCO";NA
2015;5;"SASO";"PLCO";0,0126090498686789
2016;5;"SASO";"PLCO";0,00136015461870331
2017;5;"SASO";"PLCO";0,000678977695405845
2018;5;"SASO";"PLCO";0,00154308626323551
2019;5;"SASO";"PLCO";0,00153240655220871
2020;5;"SASO";"PLCO";0,00395461978502831
2021;5;"SASO";"PLCO";NA
2015;6;"SASO";"PLCO";-0,00437647382719195
2016;6;"SASO";"PLCO";0,0145379092298354
2017;6;"SASO";"PLCO";0,0154610050602211
2018;6;"SASO";"PLCO";-0,000299457134861229
2019;6;"SASO";"PLCO";NA
2020;6;"SASO";"PLCO";NA
2021;6;"SASO";"PLCO";NA
2015;7;"SASO";"PLCO";0,00386415431626782
2016;7;"SASO";"PLCO";0,00206561331408554
2017;7;"SASO";"PLCO";NA
2018;7;"SASO";"PLCO";-0,000887717362451059
2019;7;"SASO";"PLCO";0,00327657184361604
2020;7;"SASO";"PLCO";0,00302975848271282
2021;7;"SASO";"PLCO";0,000703846401396154
2015;8;"SASO";"PLCO";0,00125608438626226
2016;8;"SASO";"PLCO";0,000475855198083267
2017;8;"SASO";"PLCO";NA
2018;8;"SASO";"PLCO";NA
2019;8;"SASO";"PLCO";2,048432719018e-05
2020;8;"SASO";"PLCO";-0,00430306971828344
2021;8;"SASO";"PLCO";0,00455231831074834
2015;9;"SASO";"PLCO";NA
2016;9;"SASO";"PLCO";-0,00762000264994902
2017;9;"SASO";"PLCO";NA
2018;9;"SASO";"PLCO";NA
2019;9;"SASO";"PLCO";-0,000156380367194006
2020;9;"SASO";"PLCO";0,00349102532248516
2021;9;"SASO";"PLCO";NA
2015;1;"SCLA";"PLCO";0,152271456320838
2016;1;"SCLA";"PLCO";0,00741513610830301
2017;1;"SCLA";"PLCO";-0,00622854332678164
2018;1;"SCLA";"PLCO";NA
2019;1;"SCLA";"PLCO";NA
2020;1;"SCLA";"PLCO";-0,00105002405053037
2021;1;"SCLA";"PLCO";-0,00148908843865283
2015;2;"SCLA";"PLCO";0,100590198207023
2016;2;"SCLA";"PLCO";0,0313619498693491
2017;2;"SCLA";"PLCO";0,0142667568428643
2018;2;"SCLA";"PLCO";NA
2019;2;"SCLA";"PLCO";-0,00193600890729134
2020;2;"SCLA";"PLCO";-0,00390380686679708
2021;2;"SCLA";"PLCO";0,0477700582551956
2015;3;"SCLA";"PLCO";0,0835189009362657
2016;3;"SCLA";"PLCO";-0,129921734905792
2017;3;"SCLA";"PLCO";0,0208374456426848
2018;3;"SCLA";"PLCO";NA
2019;3;"SCLA";"PLCO";NA
2020;3;"SCLA";"PLCO";0,0244873718516452
2021;3;"SCLA";"PLCO";0,0477249876684371
2015;4;"SCLA";"PLCO";NA
2016;4;"SCLA";"PLCO";-0,0154095380853845
2017;4;"SCLA";"PLCO";NA
2018;4;"SCLA";"PLCO";NA
2019;4;"SCLA";"PLCO";NA
2020;4;"SCLA";"PLCO";NA
2021;4;"SCLA";"PLCO";NA
2015;5;"SCLA";"PLCO";NA
2016;5;"SCLA";"PLCO";0,00517313399771959
2017;5;"SCLA";"PLCO";NA
2018;5;"SCLA";"PLCO";NA
2019;5;"SCLA";"PLCO";NA
2020;5;"SCLA";"PLCO";NA
2021;5;"SCLA";"PLCO";0,0190284467998252
2015;6;"SCLA";"PLCO";0,0796748470574461
2016;6;"SCLA";"PLCO";-0,0152693364831117
2017;6;"SCLA";"PLCO";NA
2018;6;"SCLA";"PLCO";NA
2019;6;"SCLA";"PLCO";NA
2020;6;"SCLA";"PLCO";NA
2021;6;"SCLA";"PLCO";0,028413539181677
2015;7;"SCLA";"PLCO";NA
2016;7;"SCLA";"PLCO";-0,00986296744463218
2017;7;"SCLA";"PLCO";NA
2018;7;"SCLA";"PLCO";NA
2019;7;"SCLA";"PLCO";-0,00756708825994966
2020;7;"SCLA";"PLCO";0,0248689901093305
2021;7;"SCLA";"PLCO";-0,0599069854118346
2015;8;"SCLA";"PLCO";NA
2016;8;"SCLA";"PLCO";-0,0212679204441058
2017;8;"SCLA";"PLCO";NA
2018;8;"SCLA";"PLCO";NA
2019;8;"SCLA";"PLCO";0,0114281006850307
2020;8;"SCLA";"PLCO";-0,0255480531420961
2021;8;"SCLA";"PLCO";-0,0506142029300738
2015;9;"SCLA";"PLCO";NA
2016;9;"SCLA";"PLCO";0,123404493960222
2017;9;"SCLA";"PLCO";NA
2018;9;"SCLA";"PLCO";NA
2019;9;"SCLA";"PLCO";NA
2020;9;"SCLA";"PLCO";0,0447502050395385
2021;9;"SCLA";"PLCO";0,0765489001406427
2015;1;"SOAS";"PLCO";0,0181366509825708
2016;1;"SOAS";"PLCO";NA
2017;1;"SOAS";"PLCO";NA
2018;1;"SOAS";"PLCO";NA
2019;1;"SOAS";"PLCO";NA
2020;1;"SOAS";"PLCO";-0,0119180607636811
2021;1;"SOAS";"PLCO";0,0160137822305676
2015;2;"SOAS";"PLCO";-0,0259912976067732
2016;2;"SOAS";"PLCO";-0,000512347627636551
2017;2;"SOAS";"PLCO";NA
2018;2;"SOAS";"PLCO";NA
2019;2;"SOAS";"PLCO";0,000136618667172607
2020;2;"SOAS";"PLCO";0,00883096084847993
2021;2;"SOAS";"PLCO";-0,000990568134189854
2015;3;"SOAS";"PLCO";-0,00135896017388286
2016;3;"SOAS";"PLCO";0,00637848942806583
2017;3;"SOAS";"PLCO";NA
2018;3;"SOAS";"PLCO";NA
2019;3;"SOAS";"PLCO";NA
2020;3;"SOAS";"PLCO";-0,000399648626946514
2021;3;"SOAS";"PLCO";0,000626487727974725
2015;4;"SOAS";"PLCO";0,000783883799406237
2016;4;"SOAS";"PLCO";NA
2017;4;"SOAS";"PLCO";NA
2018;4;"SOAS";"PLCO";NA
2019;4;"SOAS";"PLCO";NA
2020;4;"SOAS";"PLCO";NA
2021;4;"SOAS";"PLCO";-0,00382674727943892
2015;5;"SOAS";"PLCO";-0,00139371357578377
2016;5;"SOAS";"PLCO";NA
2017;5;"SOAS";"PLCO";NA
2018;5;"SOAS";"PLCO";NA
2019;5;"SOAS";"PLCO";-0,00011186636295212
2020;5;"SOAS";"PLCO";NA
2021;5;"SOAS";"PLCO";0,00766210731087278
2015;6;"SOAS";"PLCO";NA
2016;6;"SOAS";"PLCO";0,0307483957776501
2017;6;"SOAS";"PLCO";NA
2018;6;"SOAS";"PLCO";NA
2019;6;"SOAS";"PLCO";NA
2020;6;"SOAS";"PLCO";NA
2021;6;"SOAS";"PLCO";-0,00532611544742731
2015;7;"SOAS";"PLCO";NA
2016;7;"SOAS";"PLCO";-0,00451239305272371
2017;7;"SOAS";"PLCO";NA
2018;7;"SOAS";"PLCO";NA
2019;7;"SOAS";"PLCO";0,00101298694300317
2020;7;"SOAS";"PLCO";-0,00699770939486817
2021;7;"SOAS";"PLCO";-0,00570355008051304
2015;8;"SOAS";"PLCO";NA
2016;8;"SOAS";"PLCO";0,00102166588942613
2017;8;"SOAS";"PLCO";NA
2018;8;"SOAS";"PLCO";NA
2019;8;"SOAS";"PLCO";0,000164313388874526
2020;8;"SOAS";"PLCO";0,0251136511655924
2021;8;"SOAS";"PLCO";0,0403343774822745
2015;9;"SOAS";"PLCO";NA
2016;9;"SOAS";"PLCO";0,0300877567260755
2017;9;"SOAS";"PLCO";NA
2018;9;"SOAS";"PLCO";NA
2019;9;"SOAS";"PLCO";-0,0178248088274997
2020;9;"SOAS";"PLCO";0,00980175918700816
2021;9;"SOAS";"PLCO";-0,00746955304376668
2015;1;"SPRU";"PLCO";0,0030181081180936
2016;1;"SPRU";"PLCO";0,00164778750620991
2017;1;"SPRU";"PLCO";NA
2018;1;"SPRU";"PLCO";NA
2019;1;"SPRU";"PLCO";NA
2020;1;"SPRU";"PLCO";NA
2021;1;"SPRU";"PLCO";NA
2015;2;"SPRU";"PLCO";-0,0130382722440099
2016;2;"SPRU";"PLCO";NA
2017;2;"SPRU";"PLCO";NA
2018;2;"SPRU";"PLCO";NA
2019;2;"SPRU";"PLCO";NA
2020;2;"SPRU";"PLCO";NA
2021;2;"SPRU";"PLCO";NA
2015;3;"SPRU";"PLCO";NA
2016;3;"SPRU";"PLCO";NA
2017;3;"SPRU";"PLCO";NA
2018;3;"SPRU";"PLCO";NA
2019;3;"SPRU";"PLCO";NA
2020;3;"SPRU";"PLCO";NA
2021;3;"SPRU";"PLCO";NA
2015;4;"SPRU";"PLCO";NA
2016;4;"SPRU";"PLCO";NA
2017;4;"SPRU";"PLCO";-0,0112587019909564
2018;4;"SPRU";"PLCO";NA
2019;4;"SPRU";"PLCO";0,000737410534058531
2020;4;"SPRU";"PLCO";NA
2021;4;"SPRU";"PLCO";NA
2015;5;"SPRU";"PLCO";NA
2016;5;"SPRU";"PLCO";NA
2017;5;"SPRU";"PLCO";-0,00143412270352504
2018;5;"SPRU";"PLCO";NA
2019;5;"SPRU";"PLCO";NA
2020;5;"SPRU";"PLCO";NA
2021;5;"SPRU";"PLCO";NA
2015;6;"SPRU";"PLCO";0,0141397763497433
2016;6;"SPRU";"PLCO";-0,000221234003067925
2017;6;"SPRU";"PLCO";NA
2018;6;"SPRU";"PLCO";NA
2019;6;"SPRU";"PLCO";0,00838482512949856
2020;6;"SPRU";"PLCO";NA
2021;6;"SPRU";"PLCO";NA
2015;7;"SPRU";"PLCO";NA
2016;7;"SPRU";"PLCO";0,00104514770525585
2017;7;"SPRU";"PLCO";NA
2018;7;"SPRU";"PLCO";NA
2019;7;"SPRU";"PLCO";0,00224676067518426
2020;7;"SPRU";"PLCO";0,0241210400571155
2021;7;"SPRU";"PLCO";-0,00950337277878452
2015;8;"SPRU";"PLCO";-0,00294116256794467
2016;8;"SPRU";"PLCO";0,00105929620372901
2017;8;"SPRU";"PLCO";NA
2018;8;"SPRU";"PLCO";NA
2019;8;"SPRU";"PLCO";-0,00112781512789227
2020;8;"SPRU";"PLCO";-0,00165837088838809
2021;8;"SPRU";"PLCO";0,00766759419990942
2015;9;"SPRU";"PLCO";NA
2016;9;"SPRU";"PLCO";0,0385877349378512
2017;9;"SPRU";"PLCO";NA
2018;9;"SPRU";"PLCO";NA
2019;9;"SPRU";"PLCO";NA
2020;9;"SPRU";"PLCO";0,0264613937786896
2021;9;"SPRU";"PLCO";-0,0187949720392212
2015;1;"SUSP";"PLCO";NA
2016;1;"SUSP";"PLCO";NA
2017;1;"SUSP";"PLCO";NA
2018;1;"SUSP";"PLCO";NA
2019;1;"SUSP";"PLCO";NA
2020;1;"SUSP";"PLCO";NA
2021;1;"SUSP";"PLCO";NA
2015;2;"SUSP";"PLCO";NA
2016;2;"SUSP";"PLCO";NA
2017;2;"SUSP";"PLCO";NA
2018;2;"SUSP";"PLCO";NA
2019;2;"SUSP";"PLCO";NA
2020;2;"SUSP";"PLCO";NA
2021;2;"SUSP";"PLCO";NA
2015;3;"SUSP";"PLCO";NA
2016;3;"SUSP";"PLCO";NA
2017;3;"SUSP";"PLCO";NA
2018;3;"SUSP";"PLCO";NA
2019;3;"SUSP";"PLCO";NA
2020;3;"SUSP";"PLCO";NA
2021;3;"SUSP";"PLCO";NA
2015;4;"SUSP";"PLCO";NA
2016;4;"SUSP";"PLCO";NA
2017;4;"SUSP";"PLCO";NA
2018;4;"SUSP";"PLCO";NA
2019;4;"SUSP";"PLCO";NA
2020;4;"SUSP";"PLCO";NA
2021;4;"SUSP";"PLCO";NA
2015;5;"SUSP";"PLCO";NA
2016;5;"SUSP";"PLCO";NA
2017;5;"SUSP";"PLCO";NA
2018;5;"SUSP";"PLCO";NA
2019;5;"SUSP";"PLCO";NA
2020;5;"SUSP";"PLCO";NA
2021;5;"SUSP";"PLCO";NA
2015;6;"SUSP";"PLCO";NA
2016;6;"SUSP";"PLCO";NA
2017;6;"SUSP";"PLCO";NA
2018;6;"SUSP";"PLCO";NA
2019;6;"SUSP";"PLCO";NA
2020;6;"SUSP";"PLCO";NA
2021;6;"SUSP";"PLCO";NA
2015;7;"SUSP";"PLCO";NA
2016;7;"SUSP";"PLCO";NA
2017;7;"SUSP";"PLCO";NA
2018;7;"SUSP";"PLCO";NA
2019;7;"SUSP";"PLCO";NA
2020;7;"SUSP";"PLCO";NA
2021;7;"SUSP";"PLCO";NA
2015;8;"SUSP";"PLCO";NA
2016;8;"SUSP";"PLCO";NA
2017;8;"SUSP";"PLCO";NA
2018;8;"SUSP";"PLCO";NA
2019;8;"SUSP";"PLCO";NA
2020;8;"SUSP";"PLCO";NA
2021;8;"SUSP";"PLCO";NA
2015;9;"SUSP";"PLCO";NA
2016;9;"SUSP";"PLCO";NA
2017;9;"SUSP";"PLCO";NA
2018;9;"SUSP";"PLCO";NA
2019;9;"SUSP";"PLCO";NA
2020;9;"SUSP";"PLCO";NA
2021;9;"SUSP";"PLCO";NA
2015;1;"BEMA";"POMA";-0,0130505847841386
2016;1;"BEMA";"POMA";-0,00142056511510368
2017;1;"BEMA";"POMA";0,00219795881867254
2018;1;"BEMA";"POMA";0,00934213265802947
2019;1;"BEMA";"POMA";NA
2020;1;"BEMA";"POMA";-0,0130798417698507
2021;1;"BEMA";"POMA";-0,0013466175349149
2015;2;"BEMA";"POMA";-0,0274388274393801
2016;2;"BEMA";"POMA";-0,00253215102496451
2017;2;"BEMA";"POMA";0,00614295252781124
2018;2;"BEMA";"POMA";0,0108504454411771
2019;2;"BEMA";"POMA";-0,00171366411625752
2020;2;"BEMA";"POMA";-0,00546764769672158
2021;2;"BEMA";"POMA";0,00286804691846645
2015;3;"BEMA";"POMA";-0,0443021173320389
2016;3;"BEMA";"POMA";0,000381525484366599
2017;3;"BEMA";"POMA";-0,00838084119691027
2018;3;"BEMA";"POMA";0,01083686106369
2019;3;"BEMA";"POMA";NA
2020;3;"BEMA";"POMA";-0,00496296393133428
2021;3;"BEMA";"POMA";0,0037626561754707
2015;4;"BEMA";"POMA";-0,0222173580582556
2016;4;"BEMA";"POMA";-0,00152298138186283
2017;4;"BEMA";"POMA";NA
2018;4;"BEMA";"POMA";0,00340962608401739
2019;4;"BEMA";"POMA";0,00567377721301243
2020;4;"BEMA";"POMA";0,00336093641482086
2021;4;"BEMA";"POMA";0,005723296607142
2015;5;"BEMA";"POMA";0,0144592623689679
2016;5;"BEMA";"POMA";0,00689539637853349
2017;5;"BEMA";"POMA";-0,0143455365228343
2018;5;"BEMA";"POMA";0,00113324967346542
2019;5;"BEMA";"POMA";NA
2020;5;"BEMA";"POMA";0,00475752478373132
2021;5;"BEMA";"POMA";0,00482096294910048
2015;6;"BEMA";"POMA";0,00856276967185411
2016;6;"BEMA";"POMA";-0,00588765175930254
2017;6;"BEMA";"POMA";NA
2018;6;"BEMA";"POMA";NA
2019;6;"BEMA";"POMA";NA
2020;6;"BEMA";"POMA";NA
2021;6;"BEMA";"POMA";0,00473205869037158
2015;7;"BEMA";"POMA";NA
2016;7;"BEMA";"POMA";0,00865831297008878
2017;7;"BEMA";"POMA";NA
2018;7;"BEMA";"POMA";NA
2019;7;"BEMA";"POMA";-0,0250485835385091
2020;7;"BEMA";"POMA";-0,00766562641421092
2021;7;"BEMA";"POMA";0,00921639994750826
2015;8;"BEMA";"POMA";NA
2016;8;"BEMA";"POMA";0,0130372353124658
2017;8;"BEMA";"POMA";NA
2018;8;"BEMA";"POMA";NA
2019;8;"BEMA";"POMA";-0,026835781110451
2020;8;"BEMA";"POMA";0,0244170110046718
2021;8;"BEMA";"POMA";0,0048205193834303
2015;9;"BEMA";"POMA";NA
2016;9;"BEMA";"POMA";0,0272341876006912
2017;9;"BEMA";"POMA";NA
2018;9;"BEMA";"POMA";NA
2019;9;"BEMA";"POMA";0,00307537619237435
2020;9;"BEMA";"POMA";0,0127303785087616
2021;9;"BEMA";"POMA";0,0151906898297684
2015;1;"CETE";"POMA";-0,00834795887063973
2016;1;"CETE";"POMA";NA
2017;1;"CETE";"POMA";0,00512234983906689
2018;1;"CETE";"POMA";-0,00035962822313093
2019;1;"CETE";"POMA";NA
2020;1;"CETE";"POMA";0,00321303511723563
2021;1;"CETE";"POMA";-0,0101718998783368
