"year";"plot";"focal";"neighbour";"magnitude"
2019;1;"POMA";"CHFU";0,000194188595180036
2020;1;"POMA";"CHFU";NA
2021;1;"POMA";"CHFU";NA
2015;2;"POMA";"CHFU";0,0375224073499766
2016;2;"POMA";"CHFU";NA
2017;2;"POMA";"CHFU";0,00204653941036204
2018;2;"POMA";"CHFU";0,00652410046495946
2019;2;"POMA";"CHFU";-0,00117835535594419
2020;2;"POMA";"CHFU";NA
2021;2;"POMA";"CHFU";NA
2015;3;"POMA";"CHFU";0,0808620418696079
2016;3;"POMA";"CHFU";NA
2017;3;"POMA";"CHFU";0,0166100551268652
2018;3;"POMA";"CHFU";0,0155356533859244
2019;3;"POMA";"CHFU";-0,000812043548000093
2020;3;"POMA";"CHFU";NA
2021;3;"POMA";"CHFU";NA
2015;4;"POMA";"CHFU";NA
2016;4;"POMA";"CHFU";NA
2017;4;"POMA";"CHFU";-0,0039773200882994
2018;4;"POMA";"CHFU";-0,0035103576828512
2019;4;"POMA";"CHFU";0,000784710985455954
2020;4;"POMA";"CHFU";NA
2021;4;"POMA";"CHFU";NA
2015;5;"POMA";"CHFU";NA
2016;5;"POMA";"CHFU";NA
2017;5;"POMA";"CHFU";0,00923558111959076
2018;5;"POMA";"CHFU";0,00532935602619998
2019;5;"POMA";"CHFU";-0,00243034196607355
2020;5;"POMA";"CHFU";NA
2021;5;"POMA";"CHFU";1,5389632629163e-05
2015;6;"POMA";"CHFU";0,0974185124507729
2016;6;"POMA";"CHFU";NA
2017;6;"POMA";"CHFU";0,0038081585882941
2018;6;"POMA";"CHFU";-0,00147808291073685
2019;6;"POMA";"CHFU";-0,00418144702089768
2020;6;"POMA";"CHFU";NA
2021;6;"POMA";"CHFU";-0,000611542526434437
2015;7;"POMA";"CHFU";0,0056156060776947
2016;7;"POMA";"CHFU";-0,00445535550657309
2017;7;"POMA";"CHFU";NA
2018;7;"POMA";"CHFU";NA
2019;7;"POMA";"CHFU";0,00206977027359435
2020;7;"POMA";"CHFU";0,00104455496448517
2021;7;"POMA";"CHFU";0,0319265194398849
2015;8;"POMA";"CHFU";0,00522276067614951
2016;8;"POMA";"CHFU";-0,00415094623128893
2017;8;"POMA";"CHFU";0,0012990252109981
2018;8;"POMA";"CHFU";NA
2019;8;"POMA";"CHFU";0,00310496820115267
2020;8;"POMA";"CHFU";-0,00181525071949189
2021;8;"POMA";"CHFU";-0,0264361034522379
2015;9;"POMA";"CHFU";NA
2016;9;"POMA";"CHFU";-0,0045006491574124
2017;9;"POMA";"CHFU";NA
2018;9;"POMA";"CHFU";NA
2019;9;"POMA";"CHFU";0,00267598151823923
2020;9;"POMA";"CHFU";NA
2021;9;"POMA";"CHFU";-0,000481543024404449
2015;1;"POMO";"CHFU";-0,00058250563991866
2016;1;"POMO";"CHFU";NA
2017;1;"POMO";"CHFU";NA
2018;1;"POMO";"CHFU";NA
2019;1;"POMO";"CHFU";NA
2020;1;"POMO";"CHFU";NA
2021;1;"POMO";"CHFU";NA
2015;2;"POMO";"CHFU";0,069945721547867
2016;2;"POMO";"CHFU";NA
2017;2;"POMO";"CHFU";0,0048135847961907
2018;2;"POMO";"CHFU";NA
2019;2;"POMO";"CHFU";NA
2020;2;"POMO";"CHFU";NA
2021;2;"POMO";"CHFU";NA
2015;3;"POMO";"CHFU";0,0202504824542678
2016;3;"POMO";"CHFU";0,00157027884214546
2017;3;"POMO";"CHFU";0,00106492451988961
2018;3;"POMO";"CHFU";NA
2019;3;"POMO";"CHFU";NA
2020;3;"POMO";"CHFU";NA
2021;3;"POMO";"CHFU";NA
2015;4;"POMO";"CHFU";NA
2016;4;"POMO";"CHFU";NA
2017;4;"POMO";"CHFU";-0,000735217394588797
2018;4;"POMO";"CHFU";NA
2019;4;"POMO";"CHFU";NA
2020;4;"POMO";"CHFU";NA
2021;4;"POMO";"CHFU";NA
2015;5;"POMO";"CHFU";NA
2016;5;"POMO";"CHFU";NA
2017;5;"POMO";"CHFU";NA
2018;5;"POMO";"CHFU";NA
2019;5;"POMO";"CHFU";NA
2020;5;"POMO";"CHFU";NA
2021;5;"POMO";"CHFU";NA
2015;6;"POMO";"CHFU";NA
2016;6;"POMO";"CHFU";NA
2017;6;"POMO";"CHFU";NA
2018;6;"POMO";"CHFU";NA
2019;6;"POMO";"CHFU";NA
2020;6;"POMO";"CHFU";NA
2021;6;"POMO";"CHFU";NA
2015;7;"POMO";"CHFU";0,00116495458657858
2016;7;"POMO";"CHFU";NA
2017;7;"POMO";"CHFU";NA
2018;7;"POMO";"CHFU";NA
2019;7;"POMO";"CHFU";-6,70318230028281e-05
2020;7;"POMO";"CHFU";0,0236811878403406
2021;7;"POMO";"CHFU";0,00202161079398318
2015;8;"POMO";"CHFU";0,00472934230306906
2016;8;"POMO";"CHFU";-0,000943898328564276
2017;8;"POMO";"CHFU";NA
2018;8;"POMO";"CHFU";NA
2019;8;"POMO";"CHFU";-0,0242912301807006
2020;8;"POMO";"CHFU";-0,00564791133946013
2021;8;"POMO";"CHFU";0,0157280832249884
2015;9;"POMO";"CHFU";NA
2016;9;"POMO";"CHFU";-0,00135597505961177
2017;9;"POMO";"CHFU";NA
2018;9;"POMO";"CHFU";NA
2019;9;"POMO";"CHFU";0,00965007264700742
2020;9;"POMO";"CHFU";NA
2021;9;"POMO";"CHFU";-0,00161871826571925
2015;1;"PUPA";"CHFU";0,152791702090101
2016;1;"PUPA";"CHFU";0,0108473378829941
2017;1;"PUPA";"CHFU";-0,00492536128339368
2018;1;"PUPA";"CHFU";0,0134799937123019
2019;1;"PUPA";"CHFU";NA
2020;1;"PUPA";"CHFU";-0,0113820005602838
2021;1;"PUPA";"CHFU";NA
2015;2;"PUPA";"CHFU";-0,00132066216612379
2016;2;"PUPA";"CHFU";0,00143769364141421
2017;2;"PUPA";"CHFU";-0,000770710484952277
2018;2;"PUPA";"CHFU";0,00888297867687591
2019;2;"PUPA";"CHFU";0,00134806943590616
2020;2;"PUPA";"CHFU";-0,340997172720679
2021;2;"PUPA";"CHFU";NA
2015;3;"PUPA";"CHFU";-0,025998765271014
2016;3;"PUPA";"CHFU";0,00682835121054141
2017;3;"PUPA";"CHFU";0,01012849510834
2018;3;"PUPA";"CHFU";0,0136102651511891
2019;3;"PUPA";"CHFU";NA
2020;3;"PUPA";"CHFU";0,27729477585329
2021;3;"PUPA";"CHFU";NA
2015;4;"PUPA";"CHFU";-0,048071002231035
2016;4;"PUPA";"CHFU";0,00709565382034627
2017;4;"PUPA";"CHFU";0,00459766248162067
2018;4;"PUPA";"CHFU";0,00489122685136383
2019;4;"PUPA";"CHFU";NA
2020;4;"PUPA";"CHFU";-0,00160042155961406
2021;4;"PUPA";"CHFU";NA
2015;5;"PUPA";"CHFU";-0,152108542130789
2016;5;"PUPA";"CHFU";0,00490203516776115
2017;5;"PUPA";"CHFU";-0,0174738087053634
2018;5;"PUPA";"CHFU";-0,00745797116636121
2019;5;"PUPA";"CHFU";NA
2020;5;"PUPA";"CHFU";-0,0317143921952716
2021;5;"PUPA";"CHFU";NA
2015;6;"PUPA";"CHFU";NA
2016;6;"PUPA";"CHFU";0,00832868180406934
2017;6;"PUPA";"CHFU";-0,00420379478237952
2018;6;"PUPA";"CHFU";-0,0132861880071811
2019;6;"PUPA";"CHFU";NA
2020;6;"PUPA";"CHFU";-0,00561757274064853
2021;6;"PUPA";"CHFU";NA
2015;7;"PUPA";"CHFU";0,0171641588203973
2016;7;"PUPA";"CHFU";0,0167455200459425
2017;7;"PUPA";"CHFU";NA
2018;7;"PUPA";"CHFU";NA
2019;7;"PUPA";"CHFU";0,0131495609287939
2020;7;"PUPA";"CHFU";0,105189895954709
2021;7;"PUPA";"CHFU";-0,000972328205812235
2015;8;"PUPA";"CHFU";0,0107039877195954
2016;8;"PUPA";"CHFU";0,00652131136520074
2017;8;"PUPA";"CHFU";0,0145922736711653
2018;8;"PUPA";"CHFU";NA
2019;8;"PUPA";"CHFU";0,0104743297972923
2020;8;"PUPA";"CHFU";0,0518915226327192
2021;8;"PUPA";"CHFU";-0,205277550886679
2015;9;"PUPA";"CHFU";NA
2016;9;"PUPA";"CHFU";0,00475714780573534
2017;9;"PUPA";"CHFU";NA
2018;9;"PUPA";"CHFU";NA
2019;9;"PUPA";"CHFU";NA
2020;9;"PUPA";"CHFU";0,0197675352713566
2021;9;"PUPA";"CHFU";NA
2015;1;"SASO";"CHFU";0,14233104603706
2016;1;"SASO";"CHFU";0,00373013963482416
2017;1;"SASO";"CHFU";0,0082547652666593
2018;1;"SASO";"CHFU";0,00286021342744263
2019;1;"SASO";"CHFU";0,00537902791357483
2020;1;"SASO";"CHFU";0,00931530729606591
2021;1;"SASO";"CHFU";-0,0964708821991902
2015;2;"SASO";"CHFU";0,0250087630939861
2016;2;"SASO";"CHFU";0,00177860725828732
2017;2;"SASO";"CHFU";0,00360225082685857
2018;2;"SASO";"CHFU";0,00666928008241017
2019;2;"SASO";"CHFU";0,00629774497508649
2020;2;"SASO";"CHFU";0,00795496414037078
2021;2;"SASO";"CHFU";-0,00530878291057462
2015;3;"SASO";"CHFU";0,0306532991241584
2016;3;"SASO";"CHFU";0,00417876989168254
2017;3;"SASO";"CHFU";0,018923109121541
2018;3;"SASO";"CHFU";0,00816582607678959
2019;3;"SASO";"CHFU";-0,0071049994695383
2020;3;"SASO";"CHFU";0,000399684068082217
2021;3;"SASO";"CHFU";-0,00954970529523123
2015;4;"SASO";"CHFU";-0,00759865716735565
2016;4;"SASO";"CHFU";-0,0040755847877186
2017;4;"SASO";"CHFU";0,0062317526026252
2018;4;"SASO";"CHFU";0,00714063848258931
2019;4;"SASO";"CHFU";0,00917911608811723
2020;4;"SASO";"CHFU";NA
2021;4;"SASO";"CHFU";NA
2015;5;"SASO";"CHFU";0,100682194205658
2016;5;"SASO";"CHFU";-0,00176735942885373
2017;5;"SASO";"CHFU";0,00664321156670517
2018;5;"SASO";"CHFU";0,0124152438508902
2019;5;"SASO";"CHFU";-0,000511365804825783
2020;5;"SASO";"CHFU";0,0147321957107184
2021;5;"SASO";"CHFU";NA
2015;6;"SASO";"CHFU";-0,0394339850736715
2016;6;"SASO";"CHFU";0,00388211209919201
2017;6;"SASO";"CHFU";-0,00773951870188574
2018;6;"SASO";"CHFU";-0,00220829468239471
2019;6;"SASO";"CHFU";NA
2020;6;"SASO";"CHFU";NA
2021;6;"SASO";"CHFU";NA
2015;7;"SASO";"CHFU";0,00618576259594816
2016;7;"SASO";"CHFU";-0,000762840667360958
2017;7;"SASO";"CHFU";NA
2018;7;"SASO";"CHFU";-0,00617761406252631
2019;7;"SASO";"CHFU";-0,008317236471648
2020;7;"SASO";"CHFU";-0,00267406917441771
2021;7;"SASO";"CHFU";0,00310973781714915
2015;8;"SASO";"CHFU";0,0167108924857945
2016;8;"SASO";"CHFU";-0,00114074455670336
2017;8;"SASO";"CHFU";NA
2018;8;"SASO";"CHFU";NA
2019;8;"SASO";"CHFU";-0,00519149572915476
2020;8;"SASO";"CHFU";-0,00616140929048521
2021;8;"SASO";"CHFU";-0,0113850692146216
2015;9;"SASO";"CHFU";NA
2016;9;"SASO";"CHFU";-0,00727488517293803
2017;9;"SASO";"CHFU";NA
2018;9;"SASO";"CHFU";NA
2019;9;"SASO";"CHFU";0,000422659610213014
2020;9;"SASO";"CHFU";-0,00502379194598611
2021;9;"SASO";"CHFU";NA
2015;1;"SCLA";"CHFU";-0,0945966984754522
2016;1;"SCLA";"CHFU";-0,00840896729661314
2017;1;"SCLA";"CHFU";0,00982884956375698
2018;1;"SCLA";"CHFU";NA
2019;1;"SCLA";"CHFU";NA
2020;1;"SCLA";"CHFU";0,0380739847237362
2021;1;"SCLA";"CHFU";0,0228861249924688
2015;2;"SCLA";"CHFU";0,132905960835679
2016;2;"SCLA";"CHFU";-0,0140797848595365
2017;2;"SCLA";"CHFU";-0,0959906448223026
2018;2;"SCLA";"CHFU";NA
2019;2;"SCLA";"CHFU";-0,00687518569627356
2020;2;"SCLA";"CHFU";-0,03152984993136
2021;2;"SCLA";"CHFU";0,0365572416841866
2015;3;"SCLA";"CHFU";0,107256019058716
2016;3;"SCLA";"CHFU";-0,0164815141219188
2017;3;"SCLA";"CHFU";-0,0147826592008618
2018;3;"SCLA";"CHFU";NA
2019;3;"SCLA";"CHFU";NA
2020;3;"SCLA";"CHFU";0,0226608554050327
2021;3;"SCLA";"CHFU";0,0219576586979602
2015;4;"SCLA";"CHFU";NA
2016;4;"SCLA";"CHFU";-0,0219677358356158
2017;4;"SCLA";"CHFU";NA
2018;4;"SCLA";"CHFU";NA
2019;4;"SCLA";"CHFU";NA
2020;4;"SCLA";"CHFU";NA
2021;4;"SCLA";"CHFU";NA
2015;5;"SCLA";"CHFU";NA
2016;5;"SCLA";"CHFU";-0,00110144738629921
2017;5;"SCLA";"CHFU";NA
2018;5;"SCLA";"CHFU";NA
2019;5;"SCLA";"CHFU";NA
2020;5;"SCLA";"CHFU";NA
2021;5;"SCLA";"CHFU";0,0431623361777159
2015;6;"SCLA";"CHFU";0,00233938730081856
2016;6;"SCLA";"CHFU";-0,0257697272198962
2017;6;"SCLA";"CHFU";NA
2018;6;"SCLA";"CHFU";NA
2019;6;"SCLA";"CHFU";NA
2020;6;"SCLA";"CHFU";NA
2021;6;"SCLA";"CHFU";0,0342108202507849
2015;7;"SCLA";"CHFU";NA
2016;7;"SCLA";"CHFU";-0,0203589078137721
2017;7;"SCLA";"CHFU";NA
2018;7;"SCLA";"CHFU";NA
2019;7;"SCLA";"CHFU";0,0399848868857959
2020;7;"SCLA";"CHFU";0,0628028194012417
2021;7;"SCLA";"CHFU";-0,00991318994027201
2015;8;"SCLA";"CHFU";NA
2016;8;"SCLA";"CHFU";-0,0213947442953305
2017;8;"SCLA";"CHFU";NA
2018;8;"SCLA";"CHFU";NA
2019;8;"SCLA";"CHFU";0,0131341393633339
2020;8;"SCLA";"CHFU";-0,0886977462687964
2021;8;"SCLA";"CHFU";0,0157693760217265
2015;9;"SCLA";"CHFU";NA
2016;9;"SCLA";"CHFU";0,0238274089197607
2017;9;"SCLA";"CHFU";NA
2018;9;"SCLA";"CHFU";NA
2019;9;"SCLA";"CHFU";NA
2020;9;"SCLA";"CHFU";0,00444434737023886
2021;9;"SCLA";"CHFU";0,253660375309699
2015;1;"SOAS";"CHFU";0,0530109229403253
2016;1;"SOAS";"CHFU";NA
2017;1;"SOAS";"CHFU";NA
2018;1;"SOAS";"CHFU";NA
2019;1;"SOAS";"CHFU";NA
2020;1;"SOAS";"CHFU";0,0129380229144596
2021;1;"SOAS";"CHFU";-0,00121605159439761
2015;2;"SOAS";"CHFU";0,0351718283141308
2016;2;"SOAS";"CHFU";-0,000485530255718983
2017;2;"SOAS";"CHFU";NA
2018;2;"SOAS";"CHFU";NA
2019;2;"SOAS";"CHFU";0,000784804591866095
2020;2;"SOAS";"CHFU";0,00834094807676958
2021;2;"SOAS";"CHFU";-0,0132392561850025
2015;3;"SOAS";"CHFU";-0,0435928671953655
2016;3;"SOAS";"CHFU";-0,00610153493519853
2017;3;"SOAS";"CHFU";NA
2018;3;"SOAS";"CHFU";NA
2019;3;"SOAS";"CHFU";NA
2020;3;"SOAS";"CHFU";0,0346683244603256
2021;3;"SOAS";"CHFU";-0,00615931369588364
2015;4;"SOAS";"CHFU";0,000302772961984243
2016;4;"SOAS";"CHFU";NA
2017;4;"SOAS";"CHFU";NA
2018;4;"SOAS";"CHFU";NA
2019;4;"SOAS";"CHFU";NA
2020;4;"SOAS";"CHFU";NA
2021;4;"SOAS";"CHFU";0,0167522533942984
2015;5;"SOAS";"CHFU";0,0119741356418133
2016;5;"SOAS";"CHFU";NA
2017;5;"SOAS";"CHFU";NA
2018;5;"SOAS";"CHFU";NA
2019;5;"SOAS";"CHFU";-0,00190839602750864
2020;5;"SOAS";"CHFU";NA
2021;5;"SOAS";"CHFU";-0,00932276957667193
2015;6;"SOAS";"CHFU";NA
2016;6;"SOAS";"CHFU";-0,00902952741575565
2017;6;"SOAS";"CHFU";NA
2018;6;"SOAS";"CHFU";NA
2019;6;"SOAS";"CHFU";NA
2020;6;"SOAS";"CHFU";NA
2021;6;"SOAS";"CHFU";0,00508026339832122
2015;7;"SOAS";"CHFU";NA
2016;7;"SOAS";"CHFU";-0,00902591884235231
2017;7;"SOAS";"CHFU";NA
2018;7;"SOAS";"CHFU";NA
2019;7;"SOAS";"CHFU";0,0519466994639688
2020;7;"SOAS";"CHFU";-0,039368887717896
2021;7;"SOAS";"CHFU";-0,000669466183261638
2015;8;"SOAS";"CHFU";NA
2016;8;"SOAS";"CHFU";-0,00923349847929087
2017;8;"SOAS";"CHFU";NA
2018;8;"SOAS";"CHFU";NA
2019;8;"SOAS";"CHFU";0,0739321229999225
2020;8;"SOAS";"CHFU";-0,0243041585259973
2021;8;"SOAS";"CHFU";-0,00557368666730225
2015;9;"SOAS";"CHFU";NA
2016;9;"SOAS";"CHFU";-0,00468307303323816
2017;9;"SOAS";"CHFU";NA
2018;9;"SOAS";"CHFU";NA
2019;9;"SOAS";"CHFU";0,014937783077395
2020;9;"SOAS";"CHFU";0,0193536381837594
2021;9;"SOAS";"CHFU";0,13529682138791
2015;1;"SPRU";"CHFU";0,0718657656375113
2016;1;"SPRU";"CHFU";-0,00147024404261156
2017;1;"SPRU";"CHFU";NA
2018;1;"SPRU";"CHFU";NA
2019;1;"SPRU";"CHFU";NA
2020;1;"SPRU";"CHFU";NA
2021;1;"SPRU";"CHFU";NA
2015;2;"SPRU";"CHFU";-0,00230068776783477
2016;2;"SPRU";"CHFU";NA
2017;2;"SPRU";"CHFU";NA
2018;2;"SPRU";"CHFU";NA
2019;2;"SPRU";"CHFU";NA
2020;2;"SPRU";"CHFU";NA
2021;2;"SPRU";"CHFU";NA
2015;3;"SPRU";"CHFU";NA
2016;3;"SPRU";"CHFU";NA
2017;3;"SPRU";"CHFU";NA
2018;3;"SPRU";"CHFU";NA
2019;3;"SPRU";"CHFU";NA
2020;3;"SPRU";"CHFU";NA
2021;3;"SPRU";"CHFU";NA
2015;4;"SPRU";"CHFU";NA
2016;4;"SPRU";"CHFU";NA
2017;4;"SPRU";"CHFU";-0,00680923621897673
2018;4;"SPRU";"CHFU";NA
2019;4;"SPRU";"CHFU";-0,000687627561702961
2020;4;"SPRU";"CHFU";NA
2021;4;"SPRU";"CHFU";NA
2015;5;"SPRU";"CHFU";NA
2016;5;"SPRU";"CHFU";NA
2017;5;"SPRU";"CHFU";-0,00651176487197867
2018;5;"SPRU";"CHFU";NA
2019;5;"SPRU";"CHFU";NA
2020;5;"SPRU";"CHFU";NA
2021;5;"SPRU";"CHFU";NA
2015;6;"SPRU";"CHFU";-0,0274525782978251
2016;6;"SPRU";"CHFU";-0,0079891371875925
2017;6;"SPRU";"CHFU";NA
2018;6;"SPRU";"CHFU";NA
2019;6;"SPRU";"CHFU";0,00278036637713573
2020;6;"SPRU";"CHFU";NA
2021;6;"SPRU";"CHFU";NA
2015;7;"SPRU";"CHFU";NA
2016;7;"SPRU";"CHFU";-0,00538876780724575
2017;7;"SPRU";"CHFU";NA
2018;7;"SPRU";"CHFU";NA
2019;7;"SPRU";"CHFU";-0,0146522968759573
2020;7;"SPRU";"CHFU";0,0312247231009694
2021;7;"SPRU";"CHFU";0,245689840982037
2015;8;"SPRU";"CHFU";0,00803667863428156
2016;8;"SPRU";"CHFU";-0,00452703002149776
2017;8;"SPRU";"CHFU";NA
2018;8;"SPRU";"CHFU";NA
2019;8;"SPRU";"CHFU";-0,00933165277019906
2020;8;"SPRU";"CHFU";0,000934247573372428
2021;8;"SPRU";"CHFU";0,153087958512377
2015;9;"SPRU";"CHFU";NA
2016;9;"SPRU";"CHFU";-0,0114087085018502
2017;9;"SPRU";"CHFU";NA
2018;9;"SPRU";"CHFU";NA
2019;9;"SPRU";"CHFU";NA
2020;9;"SPRU";"CHFU";0,0557817456005215
2021;9;"SPRU";"CHFU";0,107096468647695
2015;1;"SUSP";"CHFU";NA
2016;1;"SUSP";"CHFU";NA
2017;1;"SUSP";"CHFU";NA
2018;1;"SUSP";"CHFU";NA
2019;1;"SUSP";"CHFU";NA
2020;1;"SUSP";"CHFU";NA
2021;1;"SUSP";"CHFU";NA
2015;2;"SUSP";"CHFU";NA
2016;2;"SUSP";"CHFU";NA
2017;2;"SUSP";"CHFU";NA
2018;2;"SUSP";"CHFU";NA
2019;2;"SUSP";"CHFU";NA
2020;2;"SUSP";"CHFU";NA
2021;2;"SUSP";"CHFU";NA
2015;3;"SUSP";"CHFU";NA
2016;3;"SUSP";"CHFU";NA
2017;3;"SUSP";"CHFU";NA
2018;3;"SUSP";"CHFU";NA
2019;3;"SUSP";"CHFU";NA
2020;3;"SUSP";"CHFU";NA
2021;3;"SUSP";"CHFU";NA
2015;4;"SUSP";"CHFU";NA
2016;4;"SUSP";"CHFU";NA
2017;4;"SUSP";"CHFU";NA
2018;4;"SUSP";"CHFU";NA
2019;4;"SUSP";"CHFU";NA
2020;4;"SUSP";"CHFU";NA
2021;4;"SUSP";"CHFU";NA
2015;5;"SUSP";"CHFU";NA
2016;5;"SUSP";"CHFU";NA
2017;5;"SUSP";"CHFU";NA
2018;5;"SUSP";"CHFU";NA
2019;5;"SUSP";"CHFU";NA
2020;5;"SUSP";"CHFU";NA
2021;5;"SUSP";"CHFU";NA
2015;6;"SUSP";"CHFU";NA
2016;6;"SUSP";"CHFU";NA
2017;6;"SUSP";"CHFU";NA
2018;6;"SUSP";"CHFU";NA
2019;6;"SUSP";"CHFU";NA
2020;6;"SUSP";"CHFU";NA
2021;6;"SUSP";"CHFU";NA
2015;7;"SUSP";"CHFU";NA
2016;7;"SUSP";"CHFU";NA
2017;7;"SUSP";"CHFU";NA
2018;7;"SUSP";"CHFU";NA
2019;7;"SUSP";"CHFU";NA
2020;7;"SUSP";"CHFU";NA
2021;7;"SUSP";"CHFU";NA
2015;8;"SUSP";"CHFU";NA
2016;8;"SUSP";"CHFU";NA
2017;8;"SUSP";"CHFU";NA
2018;8;"SUSP";"CHFU";NA
2019;8;"SUSP";"CHFU";NA
2020;8;"SUSP";"CHFU";NA
2021;8;"SUSP";"CHFU";NA
2015;9;"SUSP";"CHFU";NA
2016;9;"SUSP";"CHFU";NA
2017;9;"SUSP";"CHFU";NA
2018;9;"SUSP";"CHFU";NA
2019;9;"SUSP";"CHFU";NA
2020;9;"SUSP";"CHFU";NA
2021;9;"SUSP";"CHFU";NA
2015;1;"BEMA";"CHMI";0,00895038308830292
2016;1;"BEMA";"CHMI";0,0054467249805475
2017;1;"BEMA";"CHMI";-0,0165305753946621
2018;1;"BEMA";"CHMI";-0,0151723521021645
2019;1;"BEMA";"CHMI";NA
2020;1;"BEMA";"CHMI";0,057181978176587
2021;1;"BEMA";"CHMI";0,00170944355404343
2015;2;"BEMA";"CHMI";0,0498619913305904
2016;2;"BEMA";"CHMI";0,0113145862032175
2017;2;"BEMA";"CHMI";-0,0105266479388174
2018;2;"BEMA";"CHMI";-0,0307929890415425
2019;2;"BEMA";"CHMI";-0,00325379277660676
2020;2;"BEMA";"CHMI";-0,108985232277113
2021;2;"BEMA";"CHMI";-0,00336642383439923
2015;3;"BEMA";"CHMI";0,261577527489078
2016;3;"BEMA";"CHMI";-0,0041654655053208
2017;3;"BEMA";"CHMI";0,0139093930218025
2018;3;"BEMA";"CHMI";-0,00125032106252067
2019;3;"BEMA";"CHMI";NA
2020;3;"BEMA";"CHMI";0,294551900256032
2021;3;"BEMA";"CHMI";-0,351173161539821
2015;4;"BEMA";"CHMI";-0,0193511946409646
2016;4;"BEMA";"CHMI";-0,00560259608654926
2017;4;"BEMA";"CHMI";NA
2018;4;"BEMA";"CHMI";-0,0124942720184896
2019;4;"BEMA";"CHMI";-0,0171358242298234
2020;4;"BEMA";"CHMI";0,0931213325312625
2021;4;"BEMA";"CHMI";-0,0115828080534758
2015;5;"BEMA";"CHMI";-0,0220241285928728
2016;5;"BEMA";"CHMI";-0,0279004876751045
2017;5;"BEMA";"CHMI";0,0523510419775987
2018;5;"BEMA";"CHMI";0,00190038468046755
2019;5;"BEMA";"CHMI";NA
2020;5;"BEMA";"CHMI";-0,0214502348850702
2021;5;"BEMA";"CHMI";-0,0118210928387592
2015;6;"BEMA";"CHMI";-0,0228513518529395
2016;6;"BEMA";"CHMI";0,000476733912676684
2017;6;"BEMA";"CHMI";NA
2018;6;"BEMA";"CHMI";NA
2019;6;"BEMA";"CHMI";NA
2020;6;"BEMA";"CHMI";NA
2021;6;"BEMA";"CHMI";-0,00210718702693471
2015;7;"BEMA";"CHMI";NA
2016;7;"BEMA";"CHMI";-0,00337779235369272
2017;7;"BEMA";"CHMI";NA
2018;7;"BEMA";"CHMI";NA
2019;7;"BEMA";"CHMI";-0,103534319134688
2020;7;"BEMA";"CHMI";0,00957085759352007
2021;7;"BEMA";"CHMI";0,0161740265663235
2015;8;"BEMA";"CHMI";NA
2016;8;"BEMA";"CHMI";-0,00635393721883254
2017;8;"BEMA";"CHMI";NA
2018;8;"BEMA";"CHMI";NA
2019;8;"BEMA";"CHMI";0,0539410800527068
2020;8;"BEMA";"CHMI";-0,0171683815125539
2021;8;"BEMA";"CHMI";-0,0328576306213237
2015;9;"BEMA";"CHMI";NA
2016;9;"BEMA";"CHMI";-0,00239204517243617
2017;9;"BEMA";"CHMI";NA
2018;9;"BEMA";"CHMI";NA
2019;9;"BEMA";"CHMI";-0,00725883971843685
2020;9;"BEMA";"CHMI";-0,0399143497326394
2021;9;"BEMA";"CHMI";-0,0188685563277437
2015;1;"CETE";"CHMI";0,0116359375159382
2016;1;"CETE";"CHMI";NA
2017;1;"CETE";"CHMI";0,00772765071365025
2018;1;"CETE";"CHMI";0,00491922127114269
2019;1;"CETE";"CHMI";NA
2020;1;"CETE";"CHMI";-0,0070387505540894
2021;1;"CETE";"CHMI";-0,0126323040757403
2015;2;"CETE";"CHMI";0,00775433307330276
2016;2;"CETE";"CHMI";NA
2017;2;"CETE";"CHMI";-0,0217180375121992
2018;2;"CETE";"CHMI";-0,0107273033673498
2019;2;"CETE";"CHMI";0,00351651453477769
2020;2;"CETE";"CHMI";-0,0170997128886837
2021;2;"CETE";"CHMI";0,0031177348003002
2015;3;"CETE";"CHMI";0,0092573044243041
2016;3;"CETE";"CHMI";NA
2017;3;"CETE";"CHMI";0,00184530561574888
2018;3;"CETE";"CHMI";-0,0094752542918732
2019;3;"CETE";"CHMI";NA
2020;3;"CETE";"CHMI";-0,0711812007805493
2021;3;"CETE";"CHMI";-0,0264678718875648
2015;4;"CETE";"CHMI";NA
2016;4;"CETE";"CHMI";NA
2017;4;"CETE";"CHMI";NA
2018;4;"CETE";"CHMI";NA
2019;4;"CETE";"CHMI";-0,000184190789495955
2020;4;"CETE";"CHMI";0,00916144051829258
2021;4;"CETE";"CHMI";0,00304566867507511
2015;5;"CETE";"CHMI";NA
2016;5;"CETE";"CHMI";-0,017553104846996
2017;5;"CETE";"CHMI";-0,00595851903174174
2018;5;"CETE";"CHMI";NA
2019;5;"CETE";"CHMI";-0,0207530872575957
2020;5;"CETE";"CHMI";-0,0163258167353009
2021;5;"CETE";"CHMI";0,0145990620159551
2015;6;"CETE";"CHMI";NA
2016;6;"CETE";"CHMI";NA
2017;6;"CETE";"CHMI";NA
2018;6;"CETE";"CHMI";NA
2019;6;"CETE";"CHMI";-0,0245080634330221
2020;6;"CETE";"CHMI";-0,01098813066298
2021;6;"CETE";"CHMI";-0,0186367005686449
2015;7;"CETE";"CHMI";NA
2016;7;"CETE";"CHMI";NA
2017;7;"CETE";"CHMI";NA
2018;7;"CETE";"CHMI";NA
2019;7;"CETE";"CHMI";0,00575424095630582
2020;7;"CETE";"CHMI";-0,00522698686081767
