"year";"plot";"sp";"lambda"
2020;5;"SASO";160,209113407289
2021;5;"SASO";NA
2015;6;"SASO";269,568865927714
2016;6;"SASO";62,5039142579967
2017;6;"SASO";54,4361114174981
2018;6;"SASO";81,9137035131555
2019;6;"SASO";NA
2020;6;"SASO";NA
2021;6;"SASO";NA
2015;7;"SASO";269,568865927714
2016;7;"SASO";62,5039142579967
2017;7;"SASO";NA
2018;7;"SASO";81,9137035131555
2019;7;"SASO";11,9914369597345
2020;7;"SASO";160,209113407289
2021;7;"SASO";35,4008034228547
2015;8;"SASO";269,568865927714
2016;8;"SASO";62,5039142579967
2017;8;"SASO";NA
2018;8;"SASO";NA
2019;8;"SASO";11,9914369597345
2020;8;"SASO";160,209113407289
2021;8;"SASO";35,4008034228547
2015;9;"SASO";NA
2016;9;"SASO";62,5039142579967
2017;9;"SASO";NA
2018;9;"SASO";NA
2019;9;"SASO";11,9914369597345
2020;9;"SASO";160,209113407289
2021;9;"SASO";NA
2015;1;"SCLA";227,209506560379
2016;1;"SCLA";33,3479824010591
2017;1;"SCLA";46,3716151113208
2018;1;"SCLA";NA
2019;1;"SCLA";NA
2020;1;"SCLA";160,76608702728
2021;1;"SCLA";169,082731549556
2015;2;"SCLA";227,209506560379
2016;2;"SCLA";33,3479824010591
2017;2;"SCLA";46,3716151113208
2018;2;"SCLA";NA
2019;2;"SCLA";60,6316198526641
2020;2;"SCLA";160,76608702728
2021;2;"SCLA";169,082731549556
2015;3;"SCLA";227,209506560379
2016;3;"SCLA";33,3479824010591
2017;3;"SCLA";46,3716151113208
2018;3;"SCLA";NA
2019;3;"SCLA";NA
2020;3;"SCLA";160,76608702728
2021;3;"SCLA";169,082731549556
2015;4;"SCLA";NA
2016;4;"SCLA";33,3479824010591
2017;4;"SCLA";NA
2018;4;"SCLA";NA
2019;4;"SCLA";NA
2020;4;"SCLA";NA
2021;4;"SCLA";NA
2015;5;"SCLA";NA
2016;5;"SCLA";33,3479824010591
2017;5;"SCLA";NA
2018;5;"SCLA";NA
2019;5;"SCLA";NA
2020;5;"SCLA";NA
2021;5;"SCLA";169,082731549556
2015;6;"SCLA";227,209506560379
2016;6;"SCLA";33,3479824010591
2017;6;"SCLA";NA
2018;6;"SCLA";NA
2019;6;"SCLA";NA
2020;6;"SCLA";NA
2021;6;"SCLA";169,082731549556
2015;7;"SCLA";NA
2016;7;"SCLA";33,3479824010591
2017;7;"SCLA";NA
2018;7;"SCLA";NA
2019;7;"SCLA";60,6316198526641
2020;7;"SCLA";160,76608702728
2021;7;"SCLA";169,082731549556
2015;8;"SCLA";NA
2016;8;"SCLA";33,3479824010591
2017;8;"SCLA";NA
2018;8;"SCLA";NA
2019;8;"SCLA";60,6316198526641
2020;8;"SCLA";160,76608702728
2021;8;"SCLA";169,082731549556
2015;9;"SCLA";NA
2016;9;"SCLA";33,3479824010591
2017;9;"SCLA";NA
2018;9;"SCLA";NA
2019;9;"SCLA";NA
2020;9;"SCLA";160,76608702728
2021;9;"SCLA";169,082731549556
2015;1;"SOAS";137,425578452432
2016;1;"SOAS";NA
2017;1;"SOAS";NA
2018;1;"SOAS";NA
2019;1;"SOAS";NA
2020;1;"SOAS";685,919221636554
2021;1;"SOAS";699,01308614021
2015;2;"SOAS";137,425578452432
2016;2;"SOAS";231,621454206001
2017;2;"SOAS";NA
2018;2;"SOAS";NA
2019;2;"SOAS";362,456323833701
2020;2;"SOAS";685,919221636554
2021;2;"SOAS";699,01308614021
2015;3;"SOAS";137,425578452432
2016;3;"SOAS";231,621454206001
2017;3;"SOAS";NA
2018;3;"SOAS";NA
2019;3;"SOAS";NA
2020;3;"SOAS";685,919221636554
2021;3;"SOAS";699,01308614021
2015;4;"SOAS";137,425578452432
2016;4;"SOAS";NA
2017;4;"SOAS";NA
2018;4;"SOAS";NA
2019;4;"SOAS";NA
2020;4;"SOAS";NA
2021;4;"SOAS";699,01308614021
2015;5;"SOAS";137,425578452432
2016;5;"SOAS";NA
2017;5;"SOAS";NA
2018;5;"SOAS";NA
2019;5;"SOAS";362,456323833701
2020;5;"SOAS";NA
2021;5;"SOAS";699,01308614021
2015;6;"SOAS";NA
2016;6;"SOAS";231,621454206001
2017;6;"SOAS";NA
2018;6;"SOAS";NA
2019;6;"SOAS";NA
2020;6;"SOAS";NA
2021;6;"SOAS";699,01308614021
2015;7;"SOAS";NA
2016;7;"SOAS";231,621454206001
2017;7;"SOAS";NA
2018;7;"SOAS";NA
2019;7;"SOAS";362,456323833701
2020;7;"SOAS";685,919221636554
2021;7;"SOAS";699,01308614021
2015;8;"SOAS";NA
2016;8;"SOAS";231,621454206001
2017;8;"SOAS";NA
2018;8;"SOAS";NA
2019;8;"SOAS";362,456323833701
2020;8;"SOAS";685,919221636554
2021;8;"SOAS";699,01308614021
2015;9;"SOAS";NA
2016;9;"SOAS";231,621454206001
2017;9;"SOAS";NA
2018;9;"SOAS";NA
2019;9;"SOAS";362,456323833701
2020;9;"SOAS";685,919221636554
2021;9;"SOAS";699,01308614021
2015;1;"SPRU";621,261732615587
2016;1;"SPRU";802,731335939468
2017;1;"SPRU";NA
2018;1;"SPRU";NA
2019;1;"SPRU";NA
2020;1;"SPRU";NA
2021;1;"SPRU";NA
2015;2;"SPRU";621,261732615587
2016;2;"SPRU";NA
2017;2;"SPRU";NA
2018;2;"SPRU";NA
2019;2;"SPRU";NA
2020;2;"SPRU";NA
2021;2;"SPRU";NA
2015;3;"SPRU";NA
2016;3;"SPRU";NA
2017;3;"SPRU";NA
2018;3;"SPRU";NA
2019;3;"SPRU";NA
2020;3;"SPRU";NA
2021;3;"SPRU";NA
2015;4;"SPRU";NA
2016;4;"SPRU";NA
2017;4;"SPRU";895,839505051015
2018;4;"SPRU";NA
2019;4;"SPRU";930,585563783991
2020;4;"SPRU";NA
2021;4;"SPRU";NA
2015;5;"SPRU";NA
2016;5;"SPRU";NA
2017;5;"SPRU";895,839505051015
2018;5;"SPRU";NA
2019;5;"SPRU";NA
2020;5;"SPRU";NA
2021;5;"SPRU";NA
2015;6;"SPRU";621,261732615587
2016;6;"SPRU";802,731335939468
2017;6;"SPRU";NA
2018;6;"SPRU";NA
2019;6;"SPRU";930,585563783991
2020;6;"SPRU";NA
2021;6;"SPRU";NA
2015;7;"SPRU";NA
2016;7;"SPRU";802,731335939468
2017;7;"SPRU";NA
2018;7;"SPRU";NA
2019;7;"SPRU";930,585563783991
2020;7;"SPRU";843,502061140659
2021;7;"SPRU";602,849966016767
2015;8;"SPRU";621,261732615587
2016;8;"SPRU";802,731335939468
2017;8;"SPRU";NA
2018;8;"SPRU";NA
2019;8;"SPRU";930,585563783991
2020;8;"SPRU";843,502061140659
2021;8;"SPRU";602,849966016767
2015;9;"SPRU";NA
2016;9;"SPRU";802,731335939468
2017;9;"SPRU";NA
2018;9;"SPRU";NA
2019;9;"SPRU";NA
2020;9;"SPRU";843,502061140659
2021;9;"SPRU";602,849966016767
2015;1;"SUSP";NA
2016;1;"SUSP";NA
2017;1;"SUSP";NA
2018;1;"SUSP";NA
2019;1;"SUSP";NA
2020;1;"SUSP";NA
2021;1;"SUSP";NA
2015;2;"SUSP";NA
2016;2;"SUSP";NA
2017;2;"SUSP";NA
2018;2;"SUSP";NA
2019;2;"SUSP";NA
2020;2;"SUSP";NA
2021;2;"SUSP";NA
2015;3;"SUSP";NA
2016;3;"SUSP";NA
2017;3;"SUSP";NA
2018;3;"SUSP";NA
2019;3;"SUSP";NA
2020;3;"SUSP";NA
2021;3;"SUSP";NA
2015;4;"SUSP";NA
2016;4;"SUSP";NA
2017;4;"SUSP";NA
2018;4;"SUSP";NA
2019;4;"SUSP";NA
2020;4;"SUSP";NA
2021;4;"SUSP";NA
2015;5;"SUSP";NA
2016;5;"SUSP";NA
2017;5;"SUSP";NA
2018;5;"SUSP";NA
2019;5;"SUSP";NA
2020;5;"SUSP";NA
2021;5;"SUSP";NA
2015;6;"SUSP";102,966913020789
2016;6;"SUSP";NA
2017;6;"SUSP";NA
2018;6;"SUSP";NA
2019;6;"SUSP";NA
2020;6;"SUSP";NA
2021;6;"SUSP";NA
2015;7;"SUSP";102,966913020789
2016;7;"SUSP";NA
2017;7;"SUSP";NA
2018;7;"SUSP";NA
2019;7;"SUSP";NA
2020;7;"SUSP";NA
2021;7;"SUSP";NA
2015;8;"SUSP";102,966913020789
2016;8;"SUSP";NA
2017;8;"SUSP";NA
2018;8;"SUSP";NA
2019;8;"SUSP";NA
2020;8;"SUSP";NA
2021;8;"SUSP";NA
2015;9;"SUSP";NA
2016;9;"SUSP";NA
2017;9;"SUSP";NA
2018;9;"SUSP";NA
2019;9;"SUSP";NA
2020;9;"SUSP";NA
2021;9;"SUSP";NA
