"year";"plot";"focal";"neighbour";"magnitude"
2016;7;"PUPA";"HOMA";0,00295737327172808
2017;7;"PUPA";"HOMA";NA
2018;7;"PUPA";"HOMA";NA
2019;7;"PUPA";"HOMA";-0,000858043851008357
2020;7;"PUPA";"HOMA";-0,0653597636477964
2021;7;"PUPA";"HOMA";0,0174195592023737
2015;8;"PUPA";"HOMA";NA
2016;8;"PUPA";"HOMA";0,00295737327172808
2017;8;"PUPA";"HOMA";NA
2018;8;"PUPA";"HOMA";NA
2019;8;"PUPA";"HOMA";-0,000858043851008357
2020;8;"PUPA";"HOMA";-0,0653597636477964
2021;8;"PUPA";"HOMA";NA
2015;9;"PUPA";"HOMA";NA
2016;9;"PUPA";"HOMA";0,00295737327172808
2017;9;"PUPA";"HOMA";NA
2018;9;"PUPA";"HOMA";NA
2019;9;"PUPA";"HOMA";NA
2020;9;"PUPA";"HOMA";-0,0653597636477964
2021;9;"PUPA";"HOMA";NA
2015;1;"SASO";"HOMA";0,237470997171575
2016;1;"SASO";"HOMA";NA
2017;1;"SASO";"HOMA";0,0271629028177479
2018;1;"SASO";"HOMA";-0,0581873335535232
2019;1;"SASO";"HOMA";-0,0149727923783152
2020;1;"SASO";"HOMA";0,124724128426938
2021;1;"SASO";"HOMA";0,0209649843958796
2015;2;"SASO";"HOMA";0,237470997171575
2016;2;"SASO";"HOMA";-0,0160619204564463
2017;2;"SASO";"HOMA";0,0271629028177479
2018;2;"SASO";"HOMA";-0,0581873335535232
2019;2;"SASO";"HOMA";-0,0149727923783152
2020;2;"SASO";"HOMA";0,124724128426938
2021;2;"SASO";"HOMA";0,0209649843958796
2015;3;"SASO";"HOMA";0,237470997171575
2016;3;"SASO";"HOMA";NA
2017;3;"SASO";"HOMA";0,0271629028177479
2018;3;"SASO";"HOMA";-0,0581873335535232
2019;3;"SASO";"HOMA";NA
2020;3;"SASO";"HOMA";0,124724128426938
2021;3;"SASO";"HOMA";0,0209649843958796
2015;4;"SASO";"HOMA";0,237470997171575
2016;4;"SASO";"HOMA";-0,0160619204564463
2017;4;"SASO";"HOMA";0,0271629028177479
2018;4;"SASO";"HOMA";-0,0581873335535232
2019;4;"SASO";"HOMA";-0,0149727923783152
2020;4;"SASO";"HOMA";NA
2021;4;"SASO";"HOMA";NA
2015;5;"SASO";"HOMA";0,237470997171575
2016;5;"SASO";"HOMA";-0,0160619204564463
2017;5;"SASO";"HOMA";0,0271629028177479
2018;5;"SASO";"HOMA";-0,0581873335535232
2019;5;"SASO";"HOMA";-0,0149727923783152
2020;5;"SASO";"HOMA";0,124724128426938
2021;5;"SASO";"HOMA";NA
2015;6;"SASO";"HOMA";0,237470997171575
2016;6;"SASO";"HOMA";-0,0160619204564463
2017;6;"SASO";"HOMA";0,0271629028177479
2018;6;"SASO";"HOMA";-0,0581873335535232
2019;6;"SASO";"HOMA";NA
2020;6;"SASO";"HOMA";NA
2021;6;"SASO";"HOMA";NA
2015;7;"SASO";"HOMA";0,237470997171575
2016;7;"SASO";"HOMA";-0,0160619204564463
2017;7;"SASO";"HOMA";NA
2018;7;"SASO";"HOMA";NA
2019;7;"SASO";"HOMA";NA
2020;7;"SASO";"HOMA";0,124724128426938
2021;7;"SASO";"HOMA";0,0209649843958796
2015;8;"SASO";"HOMA";0,237470997171575
2016;8;"SASO";"HOMA";-0,0160619204564463
2017;8;"SASO";"HOMA";NA
2018;8;"SASO";"HOMA";NA
2019;8;"SASO";"HOMA";-0,0149727923783152
2020;8;"SASO";"HOMA";0,124724128426938
2021;8;"SASO";"HOMA";NA
2015;9;"SASO";"HOMA";NA
2016;9;"SASO";"HOMA";NA
2017;9;"SASO";"HOMA";NA
2018;9;"SASO";"HOMA";NA
2019;9;"SASO";"HOMA";-0,0149727923783152
2020;9;"SASO";"HOMA";NA
2021;9;"SASO";"HOMA";NA
2015;1;"SCLA";"HOMA";0,196575215591375
2016;1;"SCLA";"HOMA";0,00731045922805212
2017;1;"SCLA";"HOMA";NA
2018;1;"SCLA";"HOMA";NA
2019;1;"SCLA";"HOMA";NA
2020;1;"SCLA";"HOMA";0,170439003699958
2021;1;"SCLA";"HOMA";0,0216063746836758
2015;2;"SCLA";"HOMA";0,196575215591375
2016;2;"SCLA";"HOMA";0,00731045922805212
2017;2;"SCLA";"HOMA";-0,0498939925850812
2018;2;"SCLA";"HOMA";NA
2019;2;"SCLA";"HOMA";0,0445371459394352
2020;2;"SCLA";"HOMA";0,170439003699958
2021;2;"SCLA";"HOMA";NA
2015;3;"SCLA";"HOMA";0,196575215591375
2016;3;"SCLA";"HOMA";0,00731045922805212
2017;3;"SCLA";"HOMA";NA
2018;3;"SCLA";"HOMA";NA
2019;3;"SCLA";"HOMA";NA
2020;3;"SCLA";"HOMA";0,170439003699958
2021;3;"SCLA";"HOMA";0,0216063746836758
2015;4;"SCLA";"HOMA";NA
2016;4;"SCLA";"HOMA";0,00731045922805212
2017;4;"SCLA";"HOMA";NA
2018;4;"SCLA";"HOMA";NA
2019;4;"SCLA";"HOMA";NA
2020;4;"SCLA";"HOMA";NA
2021;4;"SCLA";"HOMA";NA
2015;5;"SCLA";"HOMA";NA
2016;5;"SCLA";"HOMA";0,00731045922805212
2017;5;"SCLA";"HOMA";NA
2018;5;"SCLA";"HOMA";NA
2019;5;"SCLA";"HOMA";NA
2020;5;"SCLA";"HOMA";NA
2021;5;"SCLA";"HOMA";0,0216063746836758
2015;6;"SCLA";"HOMA";0,196575215591375
2016;6;"SCLA";"HOMA";0,00731045922805212
2017;6;"SCLA";"HOMA";NA
2018;6;"SCLA";"HOMA";NA
2019;6;"SCLA";"HOMA";NA
2020;6;"SCLA";"HOMA";NA
2021;6;"SCLA";"HOMA";0,0216063746836758
2015;7;"SCLA";"HOMA";NA
2016;7;"SCLA";"HOMA";NA
2017;7;"SCLA";"HOMA";NA
2018;7;"SCLA";"HOMA";NA
2019;7;"SCLA";"HOMA";NA
2020;7;"SCLA";"HOMA";0,170439003699958
2021;7;"SCLA";"HOMA";0,0216063746836758
2015;8;"SCLA";"HOMA";NA
2016;8;"SCLA";"HOMA";0,00731045922805212
2017;8;"SCLA";"HOMA";NA
2018;8;"SCLA";"HOMA";NA
2019;8;"SCLA";"HOMA";NA
2020;8;"SCLA";"HOMA";0,170439003699958
2021;8;"SCLA";"HOMA";0,0216063746836758
2015;9;"SCLA";"HOMA";NA
2016;9;"SCLA";"HOMA";0,00731045922805212
2017;9;"SCLA";"HOMA";NA
2018;9;"SCLA";"HOMA";NA
2019;9;"SCLA";"HOMA";NA
2020;9;"SCLA";"HOMA";0,170439003699958
2021;9;"SCLA";"HOMA";NA
2015;1;"SOAS";"HOMA";-0,0372686554606445
2016;1;"SOAS";"HOMA";NA
2017;1;"SOAS";"HOMA";NA
2018;1;"SOAS";"HOMA";NA
2019;1;"SOAS";"HOMA";NA
2020;1;"SOAS";"HOMA";0,0649926298129087
2021;1;"SOAS";"HOMA";-0,0018589802919471
2015;2;"SOAS";"HOMA";-0,0372686554606445
2016;2;"SOAS";"HOMA";0,0528521496750702
2017;2;"SOAS";"HOMA";NA
2018;2;"SOAS";"HOMA";NA
2019;2;"SOAS";"HOMA";0,0129810482097595
2020;2;"SOAS";"HOMA";NA
2021;2;"SOAS";"HOMA";NA
2015;3;"SOAS";"HOMA";-0,0372686554606445
2016;3;"SOAS";"HOMA";0,0528521496750702
2017;3;"SOAS";"HOMA";NA
2018;3;"SOAS";"HOMA";NA
2019;3;"SOAS";"HOMA";NA
2020;3;"SOAS";"HOMA";0,0649926298129087
2021;3;"SOAS";"HOMA";-0,0018589802919471
2015;4;"SOAS";"HOMA";NA
2016;4;"SOAS";"HOMA";NA
2017;4;"SOAS";"HOMA";NA
2018;4;"SOAS";"HOMA";NA
2019;4;"SOAS";"HOMA";NA
2020;4;"SOAS";"HOMA";NA
2021;4;"SOAS";"HOMA";-0,0018589802919471
2015;5;"SOAS";"HOMA";NA
2016;5;"SOAS";"HOMA";NA
2017;5;"SOAS";"HOMA";NA
2018;5;"SOAS";"HOMA";NA
2019;5;"SOAS";"HOMA";0,0129810482097595
2020;5;"SOAS";"HOMA";NA
2021;5;"SOAS";"HOMA";-0,0018589802919471
2015;6;"SOAS";"HOMA";NA
2016;6;"SOAS";"HOMA";0,0528521496750702
2017;6;"SOAS";"HOMA";NA
2018;6;"SOAS";"HOMA";NA
2019;6;"SOAS";"HOMA";NA
2020;6;"SOAS";"HOMA";NA
2021;6;"SOAS";"HOMA";-0,0018589802919471
2015;7;"SOAS";"HOMA";NA
2016;7;"SOAS";"HOMA";0,0528521496750702
2017;7;"SOAS";"HOMA";NA
2018;7;"SOAS";"HOMA";NA
2019;7;"SOAS";"HOMA";NA
2020;7;"SOAS";"HOMA";0,0649926298129087
2021;7;"SOAS";"HOMA";-0,0018589802919471
2015;8;"SOAS";"HOMA";NA
2016;8;"SOAS";"HOMA";0,0528521496750702
2017;8;"SOAS";"HOMA";NA
2018;8;"SOAS";"HOMA";NA
2019;8;"SOAS";"HOMA";NA
2020;8;"SOAS";"HOMA";0,0649926298129087
2021;8;"SOAS";"HOMA";-0,0018589802919471
2015;9;"SOAS";"HOMA";NA
2016;9;"SOAS";"HOMA";0,0528521496750702
2017;9;"SOAS";"HOMA";NA
2018;9;"SOAS";"HOMA";NA
2019;9;"SOAS";"HOMA";0,0129810482097595
2020;9;"SOAS";"HOMA";0,0649926298129087
2021;9;"SOAS";"HOMA";-0,0018589802919471
2015;1;"SPRU";"HOMA";0,0193069853770255
2016;1;"SPRU";"HOMA";-0,00737519955584898
2017;1;"SPRU";"HOMA";NA
2018;1;"SPRU";"HOMA";NA
2019;1;"SPRU";"HOMA";NA
2020;1;"SPRU";"HOMA";NA
2021;1;"SPRU";"HOMA";NA
2015;2;"SPRU";"HOMA";0,0193069853770255
2016;2;"SPRU";"HOMA";NA
2017;2;"SPRU";"HOMA";NA
2018;2;"SPRU";"HOMA";NA
2019;2;"SPRU";"HOMA";NA
2020;2;"SPRU";"HOMA";NA
2021;2;"SPRU";"HOMA";NA
2015;3;"SPRU";"HOMA";NA
2016;3;"SPRU";"HOMA";NA
2017;3;"SPRU";"HOMA";NA
2018;3;"SPRU";"HOMA";NA
2019;3;"SPRU";"HOMA";NA
2020;3;"SPRU";"HOMA";NA
2021;3;"SPRU";"HOMA";NA
2015;4;"SPRU";"HOMA";NA
2016;4;"SPRU";"HOMA";NA
2017;4;"SPRU";"HOMA";4,41980739028547e-05
2018;4;"SPRU";"HOMA";NA
2019;4;"SPRU";"HOMA";0,00161226149811752
2020;4;"SPRU";"HOMA";NA
2021;4;"SPRU";"HOMA";NA
2015;5;"SPRU";"HOMA";NA
2016;5;"SPRU";"HOMA";NA
2017;5;"SPRU";"HOMA";4,41980739028547e-05
2018;5;"SPRU";"HOMA";NA
2019;5;"SPRU";"HOMA";NA
2020;5;"SPRU";"HOMA";NA
2021;5;"SPRU";"HOMA";NA
2015;6;"SPRU";"HOMA";0,0193069853770255
2016;6;"SPRU";"HOMA";-0,00737519955584898
2017;6;"SPRU";"HOMA";NA
2018;6;"SPRU";"HOMA";NA
2019;6;"SPRU";"HOMA";0,00161226149811752
2020;6;"SPRU";"HOMA";NA
2021;6;"SPRU";"HOMA";NA
2015;7;"SPRU";"HOMA";NA
2016;7;"SPRU";"HOMA";-0,00737519955584898
2017;7;"SPRU";"HOMA";NA
2018;7;"SPRU";"HOMA";NA
2019;7;"SPRU";"HOMA";0,00161226149811752
2020;7;"SPRU";"HOMA";0,0095488241469937
2021;7;"SPRU";"HOMA";-0,00871012198222105
2015;8;"SPRU";"HOMA";NA
2016;8;"SPRU";"HOMA";-0,00737519955584898
2017;8;"SPRU";"HOMA";NA
2018;8;"SPRU";"HOMA";NA
2019;8;"SPRU";"HOMA";0,00161226149811752
2020;8;"SPRU";"HOMA";0,0095488241469937
2021;8;"SPRU";"HOMA";-0,00871012198222105
2015;9;"SPRU";"HOMA";NA
2016;9;"SPRU";"HOMA";-0,00737519955584898
2017;9;"SPRU";"HOMA";NA
2018;9;"SPRU";"HOMA";NA
2019;9;"SPRU";"HOMA";NA
2020;9;"SPRU";"HOMA";0,0095488241469937
2021;9;"SPRU";"HOMA";NA
2015;1;"SUSP";"HOMA";NA
2016;1;"SUSP";"HOMA";NA
2017;1;"SUSP";"HOMA";NA
2018;1;"SUSP";"HOMA";NA
2019;1;"SUSP";"HOMA";NA
2020;1;"SUSP";"HOMA";NA
2021;1;"SUSP";"HOMA";NA
2015;2;"SUSP";"HOMA";NA
2016;2;"SUSP";"HOMA";NA
2017;2;"SUSP";"HOMA";NA
2018;2;"SUSP";"HOMA";NA
2019;2;"SUSP";"HOMA";NA
2020;2;"SUSP";"HOMA";NA
2021;2;"SUSP";"HOMA";NA
2015;3;"SUSP";"HOMA";NA
2016;3;"SUSP";"HOMA";NA
2017;3;"SUSP";"HOMA";NA
2018;3;"SUSP";"HOMA";NA
2019;3;"SUSP";"HOMA";NA
2020;3;"SUSP";"HOMA";NA
2021;3;"SUSP";"HOMA";NA
2015;4;"SUSP";"HOMA";NA
2016;4;"SUSP";"HOMA";NA
2017;4;"SUSP";"HOMA";NA
2018;4;"SUSP";"HOMA";NA
2019;4;"SUSP";"HOMA";NA
2020;4;"SUSP";"HOMA";NA
2021;4;"SUSP";"HOMA";NA
2015;5;"SUSP";"HOMA";NA
2016;5;"SUSP";"HOMA";NA
2017;5;"SUSP";"HOMA";NA
2018;5;"SUSP";"HOMA";NA
2019;5;"SUSP";"HOMA";NA
2020;5;"SUSP";"HOMA";NA
2021;5;"SUSP";"HOMA";NA
2015;6;"SUSP";"HOMA";NA
2016;6;"SUSP";"HOMA";NA
2017;6;"SUSP";"HOMA";NA
2018;6;"SUSP";"HOMA";NA
2019;6;"SUSP";"HOMA";NA
2020;6;"SUSP";"HOMA";NA
2021;6;"SUSP";"HOMA";NA
2015;7;"SUSP";"HOMA";0,523420258954374
2016;7;"SUSP";"HOMA";NA
2017;7;"SUSP";"HOMA";NA
2018;7;"SUSP";"HOMA";NA
2019;7;"SUSP";"HOMA";NA
2020;7;"SUSP";"HOMA";NA
2021;7;"SUSP";"HOMA";NA
2015;8;"SUSP";"HOMA";0,523420258954374
2016;8;"SUSP";"HOMA";NA
2017;8;"SUSP";"HOMA";NA
2018;8;"SUSP";"HOMA";NA
2019;8;"SUSP";"HOMA";NA
2020;8;"SUSP";"HOMA";NA
2021;8;"SUSP";"HOMA";NA
2015;9;"SUSP";"HOMA";NA
2016;9;"SUSP";"HOMA";NA
2017;9;"SUSP";"HOMA";NA
2018;9;"SUSP";"HOMA";NA
2019;9;"SUSP";"HOMA";NA
2020;9;"SUSP";"HOMA";NA
2021;9;"SUSP";"HOMA";NA
2015;1;"BEMA";"LEMA";-0,0341876566659646
2016;1;"BEMA";"LEMA";-0,0437865471568426
2017;1;"BEMA";"LEMA";-0,00206738517295484
2018;1;"BEMA";"LEMA";-0,0205144964528043
2019;1;"BEMA";"LEMA";NA
2020;1;"BEMA";"LEMA";0,0343528058355913
2021;1;"BEMA";"LEMA";-0,00337096872470574
2015;2;"BEMA";"LEMA";-0,0341876566659646
2016;2;"BEMA";"LEMA";-0,0437865471568426
2017;2;"BEMA";"LEMA";NA
2018;2;"BEMA";"LEMA";NA
2019;2;"BEMA";"LEMA";0,0114991970235728
2020;2;"BEMA";"LEMA";0,0343528058355913
2021;2;"BEMA";"LEMA";-0,00337096872470574
2015;3;"BEMA";"LEMA";-0,0341876566659646
2016;3;"BEMA";"LEMA";-0,0437865471568426
2017;3;"BEMA";"LEMA";-0,00206738517295484
2018;3;"BEMA";"LEMA";-0,0205144964528043
2019;3;"BEMA";"LEMA";NA
2020;3;"BEMA";"LEMA";0,0343528058355913
2021;3;"BEMA";"LEMA";-0,00337096872470574
2015;4;"BEMA";"LEMA";-0,0341876566659646
2016;4;"BEMA";"LEMA";-0,0437865471568426
2017;4;"BEMA";"LEMA";NA
2018;4;"BEMA";"LEMA";NA
2019;4;"BEMA";"LEMA";0,0114991970235728
2020;4;"BEMA";"LEMA";0,0343528058355913
2021;4;"BEMA";"LEMA";-0,00337096872470574
2015;5;"BEMA";"LEMA";-0,0341876566659646
2016;5;"BEMA";"LEMA";-0,0437865471568426
2017;5;"BEMA";"LEMA";-0,00206738517295484
2018;5;"BEMA";"LEMA";NA
2019;5;"BEMA";"LEMA";NA
2020;5;"BEMA";"LEMA";0,0343528058355913
2021;5;"BEMA";"LEMA";-0,00337096872470574
2015;6;"BEMA";"LEMA";-0,0341876566659646
2016;6;"BEMA";"LEMA";-0,0437865471568426
2017;6;"BEMA";"LEMA";NA
2018;6;"BEMA";"LEMA";NA
2019;6;"BEMA";"LEMA";NA
2020;6;"BEMA";"LEMA";NA
2021;6;"BEMA";"LEMA";-0,00337096872470574
2015;7;"BEMA";"LEMA";NA
2016;7;"BEMA";"LEMA";-0,0437865471568426
2017;7;"BEMA";"LEMA";NA
2018;7;"BEMA";"LEMA";NA
2019;7;"BEMA";"LEMA";0,0114991970235728
2020;7;"BEMA";"LEMA";0,0343528058355913
2021;7;"BEMA";"LEMA";-0,00337096872470574
2015;8;"BEMA";"LEMA";NA
2016;8;"BEMA";"LEMA";NA
2017;8;"BEMA";"LEMA";NA
2018;8;"BEMA";"LEMA";NA
2019;8;"BEMA";"LEMA";0,0114991970235728
2020;8;"BEMA";"LEMA";0,0343528058355913
2021;8;"BEMA";"LEMA";-0,00337096872470574
2015;9;"BEMA";"LEMA";NA
2016;9;"BEMA";"LEMA";NA
2017;9;"BEMA";"LEMA";NA
2018;9;"BEMA";"LEMA";NA
2019;9;"BEMA";"LEMA";NA
2020;9;"BEMA";"LEMA";0,0343528058355913
2021;9;"BEMA";"LEMA";NA
2015;1;"CETE";"LEMA";0,000452621832266543
2016;1;"CETE";"LEMA";NA
2017;1;"CETE";"LEMA";NA
2018;1;"CETE";"LEMA";NA
2019;1;"CETE";"LEMA";NA
2020;1;"CETE";"LEMA";-0,0126628366169139
2021;1;"CETE";"LEMA";0,00964373121612786
2015;2;"CETE";"LEMA";0,000452621832266543
2016;2;"CETE";"LEMA";NA
2017;2;"CETE";"LEMA";NA
2018;2;"CETE";"LEMA";NA
2019;2;"CETE";"LEMA";-0,0012814991792442
2020;2;"CETE";"LEMA";-0,0126628366169139
2021;2;"CETE";"LEMA";0,00964373121612786
2015;3;"CETE";"LEMA";0,000452621832266543
2016;3;"CETE";"LEMA";NA
2017;3;"CETE";"LEMA";-0,000206261124018163
2018;3;"CETE";"LEMA";NA
2019;3;"CETE";"LEMA";NA
2020;3;"CETE";"LEMA";-0,0126628366169139
2021;3;"CETE";"LEMA";0,00964373121612786
2015;4;"CETE";"LEMA";NA
2016;4;"CETE";"LEMA";NA
2017;4;"CETE";"LEMA";NA
2018;4;"CETE";"LEMA";NA
2019;4;"CETE";"LEMA";NA
2020;4;"CETE";"LEMA";NA
2021;4;"CETE";"LEMA";0,00964373121612786
2015;5;"CETE";"LEMA";NA
2016;5;"CETE";"LEMA";-0,00165556748556851
2017;5;"CETE";"LEMA";NA
2018;5;"CETE";"LEMA";NA
2019;5;"CETE";"LEMA";NA
2020;5;"CETE";"LEMA";-0,0126628366169139
2021;5;"CETE";"LEMA";0,00964373121612786
2015;6;"CETE";"LEMA";NA
2016;6;"CETE";"LEMA";NA
2017;6;"CETE";"LEMA";NA
2018;6;"CETE";"LEMA";NA
2019;6;"CETE";"LEMA";NA
2020;6;"CETE";"LEMA";NA
2021;6;"CETE";"LEMA";NA
2015;7;"CETE";"LEMA";NA
2016;7;"CETE";"LEMA";NA
2017;7;"CETE";"LEMA";NA
2018;7;"CETE";"LEMA";NA
2019;7;"CETE";"LEMA";-0,0012814991792442
2020;7;"CETE";"LEMA";-0,0126628366169139
2021;7;"CETE";"LEMA";0,00964373121612786
2015;8;"CETE";"LEMA";NA
2016;8;"CETE";"LEMA";NA
2017;8;"CETE";"LEMA";NA
2018;8;"CETE";"LEMA";NA
2019;8;"CETE";"LEMA";NA
2020;8;"CETE";"LEMA";-0,0126628366169139
2021;8;"CETE";"LEMA";0,00964373121612786
2015;9;"CETE";"LEMA";NA
2016;9;"CETE";"LEMA";NA
2017;9;"CETE";"LEMA";NA
2018;9;"CETE";"LEMA";NA
2019;9;"CETE";"LEMA";NA
2020;9;"CETE";"LEMA";-0,0126628366169139
2021;9;"CETE";"LEMA";0,00964373121612786
2015;1;"CHFU";"LEMA";-0,0426667100480409
2016;1;"CHFU";"LEMA";NA
2017;1;"CHFU";"LEMA";-0,00645308273528767
2018;1;"CHFU";"LEMA";NA
2019;1;"CHFU";"LEMA";0,0813509105055737
2020;1;"CHFU";"LEMA";0,13041098777601
2021;1;"CHFU";"LEMA";0,132497246891559
2015;2;"CHFU";"LEMA";-0,0426667100480409
2016;2;"CHFU";"LEMA";NA
2017;2;"CHFU";"LEMA";-0,00645308273528767
2018;2;"CHFU";"LEMA";NA
2019;2;"CHFU";"LEMA";0,0813509105055737
2020;2;"CHFU";"LEMA";0,13041098777601
2021;2;"CHFU";"LEMA";0,132497246891559
2015;3;"CHFU";"LEMA";-0,0426667100480409
2016;3;"CHFU";"LEMA";NA
2017;3;"CHFU";"LEMA";-0,00645308273528767
2018;3;"CHFU";"LEMA";NA
2019;3;"CHFU";"LEMA";0,0813509105055737
2020;3;"CHFU";"LEMA";0,13041098777601
2021;3;"CHFU";"LEMA";0,132497246891559
2015;4;"CHFU";"LEMA";-0,0426667100480409
2016;4;"CHFU";"LEMA";NA
2017;4;"CHFU";"LEMA";-0,00645308273528767
2018;4;"CHFU";"LEMA";NA
2019;4;"CHFU";"LEMA";0,0813509105055737
2020;4;"CHFU";"LEMA";0,13041098777601
2021;4;"CHFU";"LEMA";0,132497246891559
2015;5;"CHFU";"LEMA";-0,0426667100480409
2016;5;"CHFU";"LEMA";NA
2017;5;"CHFU";"LEMA";-0,00645308273528767
2018;5;"CHFU";"LEMA";NA
2019;5;"CHFU";"LEMA";0,0813509105055737
2020;5;"CHFU";"LEMA";0,13041098777601
2021;5;"CHFU";"LEMA";0,132497246891559
2015;6;"CHFU";"LEMA";-0,0426667100480409
2016;6;"CHFU";"LEMA";NA
2017;6;"CHFU";"LEMA";-0,00645308273528767
2018;6;"CHFU";"LEMA";NA
2019;6;"CHFU";"LEMA";0,0813509105055737
2020;6;"CHFU";"LEMA";NA
2021;6;"CHFU";"LEMA";0,132497246891559
2015;7;"CHFU";"LEMA";NA
2016;7;"CHFU";"LEMA";NA
2017;7;"CHFU";"LEMA";NA
2018;7;"CHFU";"LEMA";NA
2019;7;"CHFU";"LEMA";0,0813509105055737
2020;7;"CHFU";"LEMA";0,13041098777601
2021;7;"CHFU";"LEMA";0,132497246891559
2015;8;"CHFU";"LEMA";NA
2016;8;"CHFU";"LEMA";NA
2017;8;"CHFU";"LEMA";NA
2018;8;"CHFU";"LEMA";NA
2019;8;"CHFU";"LEMA";0,0813509105055737
2020;8;"CHFU";"LEMA";0,13041098777601
2021;8;"CHFU";"LEMA";0,132497246891559
2015;9;"CHFU";"LEMA";NA
2016;9;"CHFU";"LEMA";NA
2017;9;"CHFU";"LEMA";NA
2018;9;"CHFU";"LEMA";NA
2019;9;"CHFU";"LEMA";0,0813509105055737
2020;9;"CHFU";"LEMA";0,13041098777601
2021;9;"CHFU";"LEMA";0,132497246891559
2015;1;"CHMI";"LEMA";0,139073326616247
2016;1;"CHMI";"LEMA";NA
2017;1;"CHMI";"LEMA";0,131112385848592
2018;1;"CHMI";"LEMA";NA
2019;1;"CHMI";"LEMA";NA
2020;1;"CHMI";"LEMA";-0,0493210937073549
2021;1;"CHMI";"LEMA";NA
2015;2;"CHMI";"LEMA";0,139073326616247
2016;2;"CHMI";"LEMA";NA
2017;2;"CHMI";"LEMA";NA
2018;2;"CHMI";"LEMA";NA
2019;2;"CHMI";"LEMA";-0,105511747804928
2020;2;"CHMI";"LEMA";-0,0493210937073549
2021;2;"CHMI";"LEMA";0,0863569415398403
2015;3;"CHMI";"LEMA";0,139073326616247
2016;3;"CHMI";"LEMA";0,0831994188818972
2017;3;"CHMI";"LEMA";0,131112385848592
2018;3;"CHMI";"LEMA";NA
2019;3;"CHMI";"LEMA";NA
2020;3;"CHMI";"LEMA";-0,0493210937073549
2021;3;"CHMI";"LEMA";0,0863569415398403
2015;4;"CHMI";"LEMA";NA
2016;4;"CHMI";"LEMA";NA
2017;4;"CHMI";"LEMA";NA
2018;4;"CHMI";"LEMA";NA
2019;4;"CHMI";"LEMA";NA
2020;4;"CHMI";"LEMA";NA
2021;4;"CHMI";"LEMA";0,0863569415398403
2015;5;"CHMI";"LEMA";NA
2016;5;"CHMI";"LEMA";NA
2017;5;"CHMI";"LEMA";NA
2018;5;"CHMI";"LEMA";NA
2019;5;"CHMI";"LEMA";NA
2020;5;"CHMI";"LEMA";NA
2021;5;"CHMI";"LEMA";NA
2015;6;"CHMI";"LEMA";NA
2016;6;"CHMI";"LEMA";NA
2017;6;"CHMI";"LEMA";NA
2018;6;"CHMI";"LEMA";NA
2019;6;"CHMI";"LEMA";NA
2020;6;"CHMI";"LEMA";NA
2021;6;"CHMI";"LEMA";NA
2015;7;"CHMI";"LEMA";NA
2016;7;"CHMI";"LEMA";NA
2017;7;"CHMI";"LEMA";NA
2018;7;"CHMI";"LEMA";NA
2019;7;"CHMI";"LEMA";-0,105511747804928
2020;7;"CHMI";"LEMA";NA
2021;7;"CHMI";"LEMA";0,0863569415398403
2015;8;"CHMI";"LEMA";NA
2016;8;"CHMI";"LEMA";NA
2017;8;"CHMI";"LEMA";NA
2018;8;"CHMI";"LEMA";NA
2019;8;"CHMI";"LEMA";NA
2020;8;"CHMI";"LEMA";NA
2021;8;"CHMI";"LEMA";NA
2015;9;"CHMI";"LEMA";NA
2016;9;"CHMI";"LEMA";NA
2017;9;"CHMI";"LEMA";NA
2018;9;"CHMI";"LEMA";NA
2019;9;"CHMI";"LEMA";NA
2020;9;"CHMI";"LEMA";-0,0493210937073549
2021;9;"CHMI";"LEMA";NA
2015;1;"HOMA";"LEMA";0,124408590175763
2016;1;"HOMA";"LEMA";0,0249868331622753
2017;1;"HOMA";"LEMA";0,0514949616289549
2018;1;"HOMA";"LEMA";-0,0738117793936142
2019;1;"HOMA";"LEMA";0,000796135054843989
2020;1;"HOMA";"LEMA";0,122977129669197
2021;1;"HOMA";"LEMA";0,102343888041512
2015;2;"HOMA";"LEMA";0,124408590175763
2016;2;"HOMA";"LEMA";0,0249868331622753
2017;2;"HOMA";"LEMA";NA
2018;2;"HOMA";"LEMA";-0,0738117793936142
2019;2;"HOMA";"LEMA";0,000796135054843989
2020;2;"HOMA";"LEMA";0,122977129669197
2021;2;"HOMA";"LEMA";0,102343888041512
2015;3;"HOMA";"LEMA";0,124408590175763
2016;3;"HOMA";"LEMA";0,0249868331622753
2017;3;"HOMA";"LEMA";0,0514949616289549
2018;3;"HOMA";"LEMA";-0,0738117793936142
2019;3;"HOMA";"LEMA";0,000796135054843989
2020;3;"HOMA";"LEMA";0,122977129669197
2021;3;"HOMA";"LEMA";0,102343888041512
2015;4;"HOMA";"LEMA";NA
2016;4;"HOMA";"LEMA";0,0249868331622753
2017;4;"HOMA";"LEMA";NA
2018;4;"HOMA";"LEMA";NA
2019;4;"HOMA";"LEMA";0,000796135054843989
2020;4;"HOMA";"LEMA";0,122977129669197
2021;4;"HOMA";"LEMA";0,102343888041512
2015;5;"HOMA";"LEMA";NA
2016;5;"HOMA";"LEMA";0,0249868331622753
2017;5;"HOMA";"LEMA";0,0514949616289549
2018;5;"HOMA";"LEMA";NA
2019;5;"HOMA";"LEMA";0,000796135054843989
2020;5;"HOMA";"LEMA";0,122977129669197
2021;5;"HOMA";"LEMA";0,102343888041512
2015;6;"HOMA";"LEMA";0,124408590175763
